Date of analysis,Country,Total country population,Level 1,Validity period,From,To,Phase,Number,Percentage
#date+analysis,#country+code,#population,#loc+level1,#period+v_ipc,#date+start,#date+end,#severity+v_ipc,#affected+num,#affected+pct
Jun 2023,SDN,48579711,West Darfur,first projection,2023-07-01,2023-09-30,1,178774,0.09
Jun 2023,SDN,48579711,West Darfur,first projection,2023-07-01,2023-09-30,2,528609,0.28
Jun 2023,SDN,48579711,West Darfur,first projection,2023-07-01,2023-09-30,3,775618,0.41
Jun 2023,SDN,48579711,West Darfur,first projection,2023-07-01,2023-09-30,4,408563,0.22
Jun 2023,SDN,48579711,West Darfur,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,West Darfur,second projection,2023-10-01,2024-02-29,all,1891564,1.0
Jun 2023,SDN,48579711,West Darfur,second projection,2023-10-01,2024-02-29,3+,970443,0.52
Jun 2023,SDN,48579711,West Darfur,second projection,2023-10-01,2024-02-29,1,297211,0.16
Jun 2023,SDN,48579711,West Darfur,second projection,2023-10-01,2024-02-29,2,623910,0.33
Jun 2023,SDN,48579711,West Darfur,second projection,2023-10-01,2024-02-29,3,710277,0.38
Jun 2023,SDN,48579711,West Darfur,second projection,2023-10-01,2024-02-29,4,260166,0.14
Jun 2023,SDN,48579711,West Darfur,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,Central Darfur,current,2023-06-01,2023-06-30,all,1901819,1.0
Jun 2023,SDN,48579711,Central Darfur,current,2023-06-01,2023-06-30,3+,905252,0.48
Jun 2023,SDN,48579711,Central Darfur,current,2023-06-01,2023-06-30,1,389602,0.2
Jun 2023,SDN,48579711,Central Darfur,current,2023-06-01,2023-06-30,2,606965,0.32
Jun 2023,SDN,48579711,Central Darfur,current,2023-06-01,2023-06-30,3,600872,0.32
Jun 2023,SDN,48579711,Central Darfur,current,2023-06-01,2023-06-30,4,304380,0.16
Jun 2023,SDN,48579711,Central Darfur,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,Central Darfur,first projection,2023-07-01,2023-09-30,all,1901819,1.0
Jun 2023,SDN,48579711,Central Darfur,first projection,2023-07-01,2023-09-30,3+,1009902,0.53
Jun 2023,SDN,48579711,Central Darfur,first projection,2023-07-01,2023-09-30,1,293703,0.15
Jun 2023,SDN,48579711,Central Darfur,first projection,2023-07-01,2023-09-30,2,598215,0.31
Jun 2023,SDN,48579711,Central Darfur,first projection,2023-07-01,2023-09-30,3,624988,0.33
Jun 2023,SDN,48579711,Central Darfur,first projection,2023-07-01,2023-09-30,4,384914,0.2
Jun 2023,SDN,48579711,Central Darfur,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,Central Darfur,second projection,2023-10-01,2024-02-29,all,1901819,1.0
Jun 2023,SDN,48579711,Central Darfur,second projection,2023-10-01,2024-02-29,3+,739185,0.39
Jun 2023,SDN,48579711,Central Darfur,second projection,2023-10-01,2024-02-29,1,405074,0.21
Jun 2023,SDN,48579711,Central Darfur,second projection,2023-10-01,2024-02-29,2,757560,0.4
Jun 2023,SDN,48579711,Central Darfur,second projection,2023-10-01,2024-02-29,3,527314,0.28
Jun 2023,SDN,48579711,Central Darfur,second projection,2023-10-01,2024-02-29,4,211872,0.11
Jun 2023,SDN,48579711,Central Darfur,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,Blue Nile,current,2023-06-01,2023-06-30,all,1416233,1.0
Jun 2023,SDN,48579711,Blue Nile,current,2023-06-01,2023-06-30,3+,375107,0.26
Jun 2023,SDN,48579711,Blue Nile,current,2023-06-01,2023-06-30,1,425507,0.3
Jun 2023,SDN,48579711,Blue Nile,current,2023-06-01,2023-06-30,2,615619,0.43
Jun 2023,SDN,48579711,Blue Nile,current,2023-06-01,2023-06-30,3,289055,0.2
Jun 2023,SDN,48579711,Blue Nile,current,2023-06-01,2023-06-30,4,86052,0.06
Jun 2023,SDN,48579711,Blue Nile,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,Blue Nile,first projection,2023-07-01,2023-09-30,all,1416233,1.0
Jun 2023,SDN,48579711,Blue Nile,first projection,2023-07-01,2023-09-30,3+,445919,0.32
Jun 2023,SDN,48579711,Blue Nile,first projection,2023-07-01,2023-09-30,1,347605,0.25
Jun 2023,SDN,48579711,Blue Nile,first projection,2023-07-01,2023-09-30,2,622710,0.44
Jun 2023,SDN,48579711,Blue Nile,first projection,2023-07-01,2023-09-30,3,318935,0.23
Jun 2023,SDN,48579711,Blue Nile,first projection,2023-07-01,2023-09-30,4,126984,0.09
Jun 2023,SDN,48579711,Blue Nile,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,Blue Nile,second projection,2023-10-01,2024-02-29,all,1416233,1.0
Jun 2023,SDN,48579711,Blue Nile,second projection,2023-10-01,2024-02-29,3+,290357,0.21
Jun 2023,SDN,48579711,Blue Nile,second projection,2023-10-01,2024-02-29,1,547029,0.39
Jun 2023,SDN,48579711,Blue Nile,second projection,2023-10-01,2024-02-29,2,578847,0.41
Jun 2023,SDN,48579711,Blue Nile,second projection,2023-10-01,2024-02-29,3,209786,0.15
Jun 2023,SDN,48579711,Blue Nile,second projection,2023-10-01,2024-02-29,4,80571,0.06
Jun 2023,SDN,48579711,Blue Nile,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,River Nile,current,2023-06-01,2023-06-30,all,2088028,1.0
Jun 2023,SDN,48579711,River Nile,current,2023-06-01,2023-06-30,3+,290797,0.14
Jun 2023,SDN,48579711,River Nile,current,2023-06-01,2023-06-30,1,887680,0.43
Jun 2023,SDN,48579711,River Nile,current,2023-06-01,2023-06-30,2,909551,0.44
Jun 2023,SDN,48579711,River Nile,current,2023-06-01,2023-06-30,3,206474,0.1
Jun 2023,SDN,48579711,River Nile,current,2023-06-01,2023-06-30,4,84323,0.04
Jun 2023,SDN,48579711,River Nile,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,River Nile,first projection,2023-07-01,2023-09-30,all,2088028,1.0
Jun 2023,SDN,48579711,River Nile,first projection,2023-07-01,2023-09-30,3+,399855,0.19
Jun 2023,SDN,48579711,River Nile,first projection,2023-07-01,2023-09-30,1,771204,0.37
Jun 2023,SDN,48579711,River Nile,first projection,2023-07-01,2023-09-30,2,916969,0.44
Jun 2023,SDN,48579711,River Nile,first projection,2023-07-01,2023-09-30,3,308668,0.15
Jun 2023,SDN,48579711,River Nile,first projection,2023-07-01,2023-09-30,4,91187,0.04
Jun 2023,SDN,48579711,River Nile,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,River Nile,second projection,2023-10-01,2024-02-29,all,2088028,1.0
Jun 2023,SDN,48579711,River Nile,second projection,2023-10-01,2024-02-29,3+,247373,0.11
Jun 2023,SDN,48579711,River Nile,second projection,2023-10-01,2024-02-29,1,829747,0.4
Jun 2023,SDN,48579711,River Nile,second projection,2023-10-01,2024-02-29,2,1010908,0.48
Jun 2023,SDN,48579711,River Nile,second projection,2023-10-01,2024-02-29,3,217875,0.1
Jun 2023,SDN,48579711,River Nile,second projection,2023-10-01,2024-02-29,4,29498,0.01
Jun 2023,SDN,48579711,River Nile,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,Gedaref,current,2023-06-01,2023-06-30,all,2788911,1.0
Jun 2023,SDN,48579711,Gedaref,current,2023-06-01,2023-06-30,3+,572965,0.21
Jun 2023,SDN,48579711,Gedaref,current,2023-06-01,2023-06-30,1,1019158,0.37
Jun 2023,SDN,48579711,Gedaref,current,2023-06-01,2023-06-30,2,1196788,0.43
Jun 2023,SDN,48579711,Gedaref,current,2023-06-01,2023-06-30,3,549412,0.2
Jun 2023,SDN,48579711,Gedaref,current,2023-06-01,2023-06-30,4,23553,0.01
Jun 2023,SDN,48579711,Gedaref,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,Gedaref,first projection,2023-07-01,2023-09-30,all,2788911,1.0
Jun 2023,SDN,48579711,Gedaref,first projection,2023-07-01,2023-09-30,3+,773103,0.28
Jun 2023,SDN,48579711,Gedaref,first projection,2023-07-01,2023-09-30,1,843044,0.3
Jun 2023,SDN,48579711,Gedaref,first projection,2023-07-01,2023-09-30,2,1172764,0.42
Jun 2023,SDN,48579711,Gedaref,first projection,2023-07-01,2023-09-30,3,695004,0.25
Jun 2023,SDN,48579711,Gedaref,first projection,2023-07-01,2023-09-30,4,78099,0.03
Jun 2023,SDN,48579711,Gedaref,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,Gedaref,second projection,2023-10-01,2024-02-29,all,2788911,1.0
Jun 2023,SDN,48579711,Gedaref,second projection,2023-10-01,2024-02-29,3+,542886,0.19
Jun 2023,SDN,48579711,Gedaref,second projection,2023-10-01,2024-02-29,1,1097021,0.39
Jun 2023,SDN,48579711,Gedaref,second projection,2023-10-01,2024-02-29,2,1149004,0.41
Jun 2023,SDN,48579711,Gedaref,second projection,2023-10-01,2024-02-29,3,536287,0.19
Jun 2023,SDN,48579711,Gedaref,second projection,2023-10-01,2024-02-29,4,6599,0
Jun 2023,SDN,48579711,Gedaref,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,Khartoum,current,2023-06-01,2023-06-30,all,7455666,1.0
Jun 2023,SDN,48579711,Khartoum,current,2023-06-01,2023-06-30,3+,3364813,0.45
Jun 2023,SDN,48579711,Khartoum,current,2023-06-01,2023-06-30,1,1651846,0.22
Jun 2023,SDN,48579711,Khartoum,current,2023-06-01,2023-06-30,2,2439007,0.33
Jun 2023,SDN,48579711,Khartoum,current,2023-06-01,2023-06-30,3,2439144,0.33
Jun 2023,SDN,48579711,Khartoum,current,2023-06-01,2023-06-30,4,925669,0.12
Jun 2023,SDN,48579711,Khartoum,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,Khartoum,first projection,2023-07-01,2023-09-30,all,7455666,1.0
Jun 2023,SDN,48579711,Khartoum,first projection,2023-07-01,2023-09-30,3+,4193824,0.56
Jun 2023,SDN,48579711,Khartoum,first projection,2023-07-01,2023-09-30,1,1429603,0.19
Jun 2023,SDN,48579711,Khartoum,first projection,2023-07-01,2023-09-30,2,1832239,0.25
Jun 2023,SDN,48579711,Khartoum,first projection,2023-07-01,2023-09-30,3,2783752,0.37
Jun 2023,SDN,48579711,Khartoum,first projection,2023-07-01,2023-09-30,4,1410073,0.19
Jun 2023,SDN,48579711,Khartoum,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,Khartoum,second projection,2023-10-01,2024-02-29,all,7455666,1.0
Jun 2023,SDN,48579711,Khartoum,second projection,2023-10-01,2024-02-29,3+,3157629,0.42
Jun 2023,SDN,48579711,Khartoum,second projection,2023-10-01,2024-02-29,1,1747784,0.23
Jun 2023,SDN,48579711,Khartoum,second projection,2023-10-01,2024-02-29,2,2550253,0.34
Jun 2023,SDN,48579711,Khartoum,second projection,2023-10-01,2024-02-29,3,2236441,0.3
Jun 2023,SDN,48579711,Khartoum,second projection,2023-10-01,2024-02-29,4,921189,0.12
Jun 2023,SDN,48579711,Khartoum,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,North Darfur,current,2023-06-01,2023-06-30,all,2530410,1.0
Jun 2023,SDN,48579711,North Darfur,current,2023-06-01,2023-06-30,3+,940616,0.37
Jun 2023,SDN,48579711,North Darfur,current,2023-06-01,2023-06-30,1,636331,0.25
Jun 2023,SDN,48579711,North Darfur,current,2023-06-01,2023-06-30,2,953463,0.38
Jun 2023,SDN,48579711,North Darfur,current,2023-06-01,2023-06-30,3,554831,0.22
Jun 2023,SDN,48579711,North Darfur,current,2023-06-01,2023-06-30,4,385785,0.15
Jun 2023,SDN,48579711,North Darfur,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,North Darfur,first projection,2023-07-01,2023-09-30,all,2530410,1.0
Jun 2023,SDN,48579711,North Darfur,first projection,2023-07-01,2023-09-30,3+,1080655,0.43
Jun 2023,SDN,48579711,North Darfur,first projection,2023-07-01,2023-09-30,1,519708,0.21
Jun 2023,SDN,48579711,North Darfur,first projection,2023-07-01,2023-09-30,2,930047,0.37
Jun 2023,SDN,48579711,North Darfur,first projection,2023-07-01,2023-09-30,3,682840,0.27
Jun 2023,SDN,48579711,North Darfur,first projection,2023-07-01,2023-09-30,4,397815,0.16
Jun 2023,SDN,48579711,North Darfur,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,North Darfur,second projection,2023-10-01,2024-02-29,all,2530410,1.0
Jun 2023,SDN,48579711,North Darfur,second projection,2023-10-01,2024-02-29,3+,730754,0.29
Jun 2023,SDN,48579711,North Darfur,second projection,2023-10-01,2024-02-29,1,773509,0.31
Jun 2023,SDN,48579711,North Darfur,second projection,2023-10-01,2024-02-29,2,1026147,0.41
Jun 2023,SDN,48579711,North Darfur,second projection,2023-10-01,2024-02-29,3,482095,0.19
Jun 2023,SDN,48579711,North Darfur,second projection,2023-10-01,2024-02-29,4,248658,0.1
Jun 2023,SDN,48579711,North Darfur,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,Kassala,current,2023-06-01,2023-06-30,all,2886457,1.0
Jun 2023,SDN,48579711,Kassala,current,2023-06-01,2023-06-30,3+,1237523,0.43
Jun 2023,SDN,48579711,Kassala,current,2023-06-01,2023-06-30,1,602104,0.21
Jun 2023,SDN,48579711,Kassala,current,2023-06-01,2023-06-30,2,1046830,0.36
Jun 2023,SDN,48579711,Kassala,current,2023-06-01,2023-06-30,3,1032367,0.36
Jun 2023,SDN,48579711,Kassala,current,2023-06-01,2023-06-30,4,205156,0.07
Jun 2023,SDN,48579711,Kassala,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,Kassala,first projection,2023-07-01,2023-09-30,all,2886457,1.0
Jun 2023,SDN,48579711,Kassala,first projection,2023-07-01,2023-09-30,3+,1418003,0.49
Jun 2023,SDN,48579711,Kassala,first projection,2023-07-01,2023-09-30,1,512028,0.18
Jun 2023,SDN,48579711,Kassala,first projection,2023-07-01,2023-09-30,2,956426,0.33
Jun 2023,SDN,48579711,Kassala,first projection,2023-07-01,2023-09-30,3,1086699,0.38
Jun 2023,SDN,48579711,Kassala,first projection,2023-07-01,2023-09-30,4,331304,0.11
Jun 2023,SDN,48579711,Kassala,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,Kassala,second projection,2023-10-01,2024-02-29,all,2886457,1.0
Jun 2023,SDN,48579711,Kassala,second projection,2023-10-01,2024-02-29,3+,1251690,0.44
Jun 2023,SDN,48579711,Kassala,second projection,2023-10-01,2024-02-29,1,571891,0.2
Jun 2023,SDN,48579711,Kassala,second projection,2023-10-01,2024-02-29,2,1062876,0.37
Jun 2023,SDN,48579711,Kassala,second projection,2023-10-01,2024-02-29,3,1001623,0.35
Jun 2023,SDN,48579711,Kassala,second projection,2023-10-01,2024-02-29,4,250068,0.09
Jun 2023,SDN,48579711,Kassala,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,South Darfur,current,2023-06-01,2023-06-30,all,3937539,1.0
Jun 2023,SDN,48579711,South Darfur,current,2023-06-01,2023-06-30,3+,1519972,0.38
Jun 2023,SDN,48579711,South Darfur,current,2023-06-01,2023-06-30,1,1075902,0.27
Jun 2023,SDN,48579711,South Darfur,current,2023-06-01,2023-06-30,2,1341665,0.34
Jun 2023,SDN,48579711,South Darfur,current,2023-06-01,2023-06-30,3,1082321,0.27
Jun 2023,SDN,48579711,South Darfur,current,2023-06-01,2023-06-30,4,437651,0.11
Jun 2023,SDN,48579711,South Darfur,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,South Darfur,first projection,2023-07-01,2023-09-30,all,3937539,1.0
Jun 2023,SDN,48579711,South Darfur,first projection,2023-07-01,2023-09-30,3+,2086736,0.53
Jun 2023,SDN,48579711,South Darfur,first projection,2023-07-01,2023-09-30,1,675982,0.17
Jun 2023,SDN,48579711,South Darfur,first projection,2023-07-01,2023-09-30,2,1174821,0.3
Jun 2023,SDN,48579711,South Darfur,first projection,2023-07-01,2023-09-30,3,1370196,0.35
Jun 2023,SDN,48579711,South Darfur,first projection,2023-07-01,2023-09-30,4,716540,0.18
Jun 2023,SDN,48579711,South Darfur,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,South Darfur,second projection,2023-10-01,2024-02-29,all,3937539,1.0
Jun 2023,SDN,48579711,South Darfur,second projection,2023-10-01,2024-02-29,3+,1449094,0.37
Jun 2023,SDN,48579711,South Darfur,second projection,2023-10-01,2024-02-29,1,972670,0.25
Jun 2023,SDN,48579711,South Darfur,second projection,2023-10-01,2024-02-29,2,1515774,0.38
Jun 2023,SDN,48579711,South Darfur,second projection,2023-10-01,2024-02-29,3,1057516,0.27
Jun 2023,SDN,48579711,South Darfur,second projection,2023-10-01,2024-02-29,4,391578,0.1
Jun 2023,SDN,48579711,South Darfur,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,White Nile,current,2023-06-01,2023-06-30,all,3108018,1.0
Jun 2023,SDN,48579711,White Nile,current,2023-06-01,2023-06-30,3+,975605,0.32
Jun 2023,SDN,48579711,White Nile,current,2023-06-01,2023-06-30,1,1002462,0.32
Jun 2023,SDN,48579711,White Nile,current,2023-06-01,2023-06-30,2,1129951,0.36
Jun 2023,SDN,48579711,White Nile,current,2023-06-01,2023-06-30,3,643381,0.21
Jun 2023,SDN,48579711,White Nile,current,2023-06-01,2023-06-30,4,332224,0.11
Jun 2023,SDN,48579711,White Nile,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,White Nile,first projection,2023-07-01,2023-09-30,all,3108018,1.0
Jun 2023,SDN,48579711,White Nile,first projection,2023-07-01,2023-09-30,3+,799030,0.26
Jun 2023,SDN,48579711,White Nile,first projection,2023-07-01,2023-09-30,1,995725,0.32
Jun 2023,SDN,48579711,White Nile,first projection,2023-07-01,2023-09-30,2,1313264,0.42
Jun 2023,SDN,48579711,White Nile,first projection,2023-07-01,2023-09-30,3,529362,0.17
Jun 2023,SDN,48579711,White Nile,first projection,2023-07-01,2023-09-30,4,269667,0.09
Jun 2023,SDN,48579711,White Nile,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,White Nile,second projection,2023-10-01,2024-02-29,all,3108018,1.0
Jun 2023,SDN,48579711,White Nile,second projection,2023-10-01,2024-02-29,3+,618419,0.2
Jun 2023,SDN,48579711,White Nile,second projection,2023-10-01,2024-02-29,1,1113819,0.36
Jun 2023,SDN,48579711,White Nile,second projection,2023-10-01,2024-02-29,2,1375780,0.44
Jun 2023,SDN,48579711,White Nile,second projection,2023-10-01,2024-02-29,3,463018,0.15
Jun 2023,SDN,48579711,White Nile,second projection,2023-10-01,2024-02-29,4,155401,0.05
Jun 2023,SDN,48579711,White Nile,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,North Kordofan,current,2023-06-01,2023-06-30,all,2223993,1.0
Jun 2023,SDN,48579711,North Kordofan,current,2023-06-01,2023-06-30,3+,845067,0.38
Jun 2023,SDN,48579711,North Kordofan,current,2023-06-01,2023-06-30,1,555111,0.25
Jun 2023,SDN,48579711,North Kordofan,current,2023-06-01,2023-06-30,2,823815,0.37
Jun 2023,SDN,48579711,North Kordofan,current,2023-06-01,2023-06-30,3,592800,0.27
Jun 2023,SDN,48579711,North Kordofan,current,2023-06-01,2023-06-30,4,252267,0.11
Jun 2023,SDN,48579711,North Kordofan,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,North Kordofan,first projection,2023-07-01,2023-09-30,all,2223993,1.0
Jun 2023,SDN,48579711,North Kordofan,first projection,2023-07-01,2023-09-30,3+,1003614,0.45
Jun 2023,SDN,48579711,North Kordofan,first projection,2023-07-01,2023-09-30,1,424561,0.19
Jun 2023,SDN,48579711,North Kordofan,first projection,2023-07-01,2023-09-30,2,795819,0.36
Jun 2023,SDN,48579711,North Kordofan,first projection,2023-07-01,2023-09-30,3,688984,0.31
Jun 2023,SDN,48579711,North Kordofan,first projection,2023-07-01,2023-09-30,4,314630,0.14
Jun 2023,SDN,48579711,North Kordofan,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,North Kordofan,second projection,2023-10-01,2024-02-29,all,2223993,1.0
Jun 2023,SDN,48579711,North Kordofan,second projection,2023-10-01,2024-02-29,3+,639316,0.28
Jun 2023,SDN,48579711,North Kordofan,second projection,2023-10-01,2024-02-29,1,652532,0.29
Jun 2023,SDN,48579711,North Kordofan,second projection,2023-10-01,2024-02-29,2,932145,0.42
Jun 2023,SDN,48579711,North Kordofan,second projection,2023-10-01,2024-02-29,3,476438,0.21
Jun 2023,SDN,48579711,North Kordofan,second projection,2023-10-01,2024-02-29,4,162879,0.07
Jun 2023,SDN,48579711,North Kordofan,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,West Kordofan,current,2023-06-01,2023-06-30,all,1735672,1.0
Jun 2023,SDN,48579711,West Kordofan,current,2023-06-01,2023-06-30,3+,634356,0.37
Jun 2023,SDN,48579711,West Kordofan,current,2023-06-01,2023-06-30,1,479218,0.28
Jun 2023,SDN,48579711,West Kordofan,current,2023-06-01,2023-06-30,2,622098,0.36
Jun 2023,SDN,48579711,West Kordofan,current,2023-06-01,2023-06-30,3,380721,0.22
Jun 2023,SDN,48579711,West Kordofan,current,2023-06-01,2023-06-30,4,253635,0.15
Jun 2023,SDN,48579711,West Kordofan,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,West Kordofan,first projection,2023-07-01,2023-09-30,all,1735672,1.0
Jun 2023,SDN,48579711,West Kordofan,first projection,2023-07-01,2023-09-30,3+,740193,0.42
Jun 2023,SDN,48579711,West Kordofan,first projection,2023-07-01,2023-09-30,1,370468,0.21
Jun 2023,SDN,48579711,West Kordofan,first projection,2023-07-01,2023-09-30,2,625011,0.36
Jun 2023,SDN,48579711,West Kordofan,first projection,2023-07-01,2023-09-30,3,454324,0.26
Jun 2023,SDN,48579711,West Kordofan,first projection,2023-07-01,2023-09-30,4,285870,0.16
Jun 2023,SDN,48579711,West Kordofan,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,West Kordofan,second projection,2023-10-01,2024-02-29,all,1735672,1.0
Jun 2023,SDN,48579711,West Kordofan,second projection,2023-10-01,2024-02-29,3+,649228,0.38
Jun 2023,SDN,48579711,West Kordofan,second projection,2023-10-01,2024-02-29,1,460956,0.27
Jun 2023,SDN,48579711,West Kordofan,second projection,2023-10-01,2024-02-29,2,625489,0.36
Jun 2023,SDN,48579711,West Kordofan,second projection,2023-10-01,2024-02-29,3,396850,0.23
Jun 2023,SDN,48579711,West Kordofan,second projection,2023-10-01,2024-02-29,4,252378,0.15
Jun 2023,SDN,48579711,West Kordofan,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,South Kordofan,current,2023-06-01,2023-06-30,all,2077654,1.0
Jun 2023,SDN,48579711,South Kordofan,current,2023-06-01,2023-06-30,3+,955280,0.46
Jun 2023,SDN,48579711,South Kordofan,current,2023-06-01,2023-06-30,1,402768,0.19
Jun 2023,SDN,48579711,South Kordofan,current,2023-06-01,2023-06-30,2,719606,0.35
Jun 2023,SDN,48579711,South Kordofan,current,2023-06-01,2023-06-30,3,679302,0.33
Jun 2023,SDN,48579711,South Kordofan,current,2023-06-01,2023-06-30,4,275979,0.13
Jun 2023,SDN,48579711,South Kordofan,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,first projection,2023-07-01,2023-09-30,all,2077654,1.0
Jun 2023,SDN,48579711,South Kordofan,first projection,2023-07-01,2023-09-30,3+,1172566,0.57
Jun 2023,SDN,48579711,South Kordofan,first projection,2023-07-01,2023-09-30,1,383086,0.18
Jun 2023,SDN,48579711,South Kordofan,first projection,2023-07-01,2023-09-30,2,522002,0.25
Jun 2023,SDN,48579711,South Kordofan,first projection,2023-07-01,2023-09-30,3,784901,0.38
Jun 2023,SDN,48579711,South Kordofan,first projection,2023-07-01,2023-09-30,4,387665,0.19
Jun 2023,SDN,48579711,South Kordofan,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,second projection,2023-10-01,2024-02-29,all,2077654,1.0
Jun 2023,SDN,48579711,South Kordofan,second projection,2023-10-01,2024-02-29,3+,806152,0.38
Jun 2023,SDN,48579711,South Kordofan,second projection,2023-10-01,2024-02-29,1,374475,0.18
Jun 2023,SDN,48579711,South Kordofan,second projection,2023-10-01,2024-02-29,2,897028,0.43
Jun 2023,SDN,48579711,South Kordofan,second projection,2023-10-01,2024-02-29,3,590873,0.28
Jun 2023,SDN,48579711,South Kordofan,second projection,2023-10-01,2024-02-29,4,215279,0.1
Jun 2023,SDN,48579711,South Kordofan,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,Sennar,current,2023-06-01,2023-06-30,all,2403581,1.0
Jun 2023,SDN,48579711,Sennar,current,2023-06-01,2023-06-30,3+,574242,0.24
Jun 2023,SDN,48579711,Sennar,current,2023-06-01,2023-06-30,1,1001179,0.42
Jun 2023,SDN,48579711,Sennar,current,2023-06-01,2023-06-30,2,828161,0.34
Jun 2023,SDN,48579711,Sennar,current,2023-06-01,2023-06-30,3,381376,0.16
Jun 2023,SDN,48579711,Sennar,current,2023-06-01,2023-06-30,4,192866,0.08
Jun 2023,SDN,48579711,Sennar,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,Sennar,first projection,2023-07-01,2023-09-30,all,2403581,1.0
Jun 2023,SDN,48579711,Sennar,first projection,2023-07-01,2023-09-30,3+,749481,0.31
Jun 2023,SDN,48579711,Sennar,first projection,2023-07-01,2023-09-30,1,811976,0.34
Jun 2023,SDN,48579711,Sennar,first projection,2023-07-01,2023-09-30,2,842124,0.35
Jun 2023,SDN,48579711,Sennar,first projection,2023-07-01,2023-09-30,3,576041,0.24
Jun 2023,SDN,48579711,Sennar,first projection,2023-07-01,2023-09-30,4,173440,0.07
Jun 2023,SDN,48579711,Sennar,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,Sennar,second projection,2023-10-01,2024-02-29,all,2403581,1.0
Jun 2023,SDN,48579711,Sennar,second projection,2023-10-01,2024-02-29,3+,411278,0.17
Jun 2023,SDN,48579711,Sennar,second projection,2023-10-01,2024-02-29,1,1064550,0.44
Jun 2023,SDN,48579711,Sennar,second projection,2023-10-01,2024-02-29,2,927754,0.39
Jun 2023,SDN,48579711,Sennar,second projection,2023-10-01,2024-02-29,3,318841,0.13
Jun 2023,SDN,48579711,Sennar,second projection,2023-10-01,2024-02-29,4,92436,0.04
Jun 2023,SDN,48579711,Sennar,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,Northern,current,2023-06-01,2023-06-30,all,1386956,1.0
Jun 2023,SDN,48579711,Northern,current,2023-06-01,2023-06-30,3+,294847,0.21
Jun 2023,SDN,48579711,Northern,current,2023-06-01,2023-06-30,1,371095,0.27
Jun 2023,SDN,48579711,Northern,current,2023-06-01,2023-06-30,2,721014,0.52
Jun 2023,SDN,48579711,Northern,current,2023-06-01,2023-06-30,3,191613,0.14
Jun 2023,SDN,48579711,Northern,current,2023-06-01,2023-06-30,4,103234,0.07
Jun 2023,SDN,48579711,Northern,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,Northern,first projection,2023-07-01,2023-09-30,all,1386956,1.0
