Date of analysis,Country,Total country population,Level 1,Validity period,From,To,Phase,Number,Percentage
#date+analysis,#country+code,#population,#loc+level1,#period+v_ipc,#date+start,#date+end,#severity+v_ipc,#affected+num,#affected+pct
Oct 2020,SDN,45319635,Northern,first projection,2020-10-01,2020-12-31,4,0,0
Oct 2020,SDN,45319635,Northern,first projection,2020-10-01,2020-12-31,5,0,0
Jun 2020,SDN,45319635,South Kordofan,current,2020-06-01,2020-09-30,all,1902123,1.0
Jun 2020,SDN,45319635,South Kordofan,current,2020-06-01,2020-09-30,3+,717250,0.38
Jun 2020,SDN,45319635,South Kordofan,current,2020-06-01,2020-09-30,1,484483,0.24
Jun 2020,SDN,45319635,South Kordofan,current,2020-06-01,2020-09-30,2,700391,0.37
Jun 2020,SDN,45319635,South Kordofan,current,2020-06-01,2020-09-30,3,532468,0.28
Jun 2020,SDN,45319635,South Kordofan,current,2020-06-01,2020-09-30,4,184783,0.1
Jun 2020,SDN,45319635,South Kordofan,current,2020-06-01,2020-09-30,5,0,0
Jun 2020,SDN,45319635,South Kordofan,first projection,2020-10-01,2020-12-31,all,1902123,1.0
Jun 2020,SDN,45319635,South Kordofan,first projection,2020-10-01,2020-12-31,3+,398266,0.21
Jun 2020,SDN,45319635,South Kordofan,first projection,2020-10-01,2020-12-31,1,673633,0.35
Jun 2020,SDN,45319635,South Kordofan,first projection,2020-10-01,2020-12-31,2,830224,0.44
Jun 2020,SDN,45319635,South Kordofan,first projection,2020-10-01,2020-12-31,3,290614,0.15
Jun 2020,SDN,45319635,South Kordofan,first projection,2020-10-01,2020-12-31,4,107652,0.06
Jun 2020,SDN,45319635,South Kordofan,first projection,2020-10-01,2020-12-31,5,0,0
Jun 2020,SDN,45319635,Sennar,current,2020-06-01,2020-09-30,all,2016780,1.0
Jun 2020,SDN,45319635,Sennar,current,2020-06-01,2020-09-30,3+,373008,0.18
Jun 2020,SDN,45319635,Sennar,current,2020-06-01,2020-09-30,1,839345,0.41
Jun 2020,SDN,45319635,Sennar,current,2020-06-01,2020-09-30,2,804428,0.4
Jun 2020,SDN,45319635,Sennar,current,2020-06-01,2020-09-30,3,324211,0.16
Jun 2020,SDN,45319635,Sennar,current,2020-06-01,2020-09-30,4,48797,0.02
Jun 2020,SDN,45319635,Sennar,current,2020-06-01,2020-09-30,5,0,0
Jun 2020,SDN,45319635,Sennar,first projection,2020-10-01,2020-12-31,all,2016780,1.0
Jun 2020,SDN,45319635,Sennar,first projection,2020-10-01,2020-12-31,3+,201678,0.1
Jun 2020,SDN,45319635,Sennar,first projection,2020-10-01,2020-12-31,1,1193542,0.59
Jun 2020,SDN,45319635,Sennar,first projection,2020-10-01,2020-12-31,2,621560,0.31
Jun 2020,SDN,45319635,Sennar,first projection,2020-10-01,2020-12-31,3,201678,0.1
Jun 2020,SDN,45319635,Sennar,first projection,2020-10-01,2020-12-31,4,0,0
Jun 2020,SDN,45319635,Sennar,first projection,2020-10-01,2020-12-31,5,0,0
Jun 2020,SDN,45319635,Blue Nile,current,2020-06-01,2020-09-30,all,1273283,1.0
Jun 2020,SDN,45319635,Blue Nile,current,2020-06-01,2020-09-30,3+,432713,0.34
Jun 2020,SDN,45319635,Blue Nile,current,2020-06-01,2020-09-30,1,356570,0.27
Jun 2020,SDN,45319635,Blue Nile,current,2020-06-01,2020-09-30,2,484000,0.38
Jun 2020,SDN,45319635,Blue Nile,current,2020-06-01,2020-09-30,3,344963,0.27
Jun 2020,SDN,45319635,Blue Nile,current,2020-06-01,2020-09-30,4,87749,0.07
Jun 2020,SDN,45319635,Blue Nile,current,2020-06-01,2020-09-30,5,0,0
Jun 2020,SDN,45319635,Blue Nile,first projection,2020-10-01,2020-12-31,all,1273283,1.0
Jun 2020,SDN,45319635,Blue Nile,first projection,2020-10-01,2020-12-31,3+,226961,0.17
Jun 2020,SDN,45319635,Blue Nile,first projection,2020-10-01,2020-12-31,1,460321,0.36
Jun 2020,SDN,45319635,Blue Nile,first projection,2020-10-01,2020-12-31,2,586001,0.46
Jun 2020,SDN,45319635,Blue Nile,first projection,2020-10-01,2020-12-31,3,195721,0.15
Jun 2020,SDN,45319635,Blue Nile,first projection,2020-10-01,2020-12-31,4,31240,0.02
Jun 2020,SDN,45319635,Blue Nile,first projection,2020-10-01,2020-12-31,5,0,0
Jun 2020,SDN,45319635,River Nile,current,2020-06-01,2020-09-30,all,1564643,1.0
Jun 2020,SDN,45319635,River Nile,current,2020-06-01,2020-09-30,3+,118109,0.08
Jun 2020,SDN,45319635,River Nile,current,2020-06-01,2020-09-30,1,1161323,0.73
Jun 2020,SDN,45319635,River Nile,current,2020-06-01,2020-09-30,2,285212,0.18
Jun 2020,SDN,45319635,River Nile,current,2020-06-01,2020-09-30,3,118109,0.08
Jun 2020,SDN,45319635,River Nile,current,2020-06-01,2020-09-30,4,0,0
Jun 2020,SDN,45319635,River Nile,current,2020-06-01,2020-09-30,5,0,0
Jun 2020,SDN,45319635,River Nile,first projection,2020-10-01,2020-12-31,all,1564643,1.0
Jun 2020,SDN,45319635,River Nile,first projection,2020-10-01,2020-12-31,3+,108677,0.07
Jun 2020,SDN,45319635,River Nile,first projection,2020-10-01,2020-12-31,1,1061264,0.68
Jun 2020,SDN,45319635,River Nile,first projection,2020-10-01,2020-12-31,2,394702,0.25
Jun 2020,SDN,45319635,River Nile,first projection,2020-10-01,2020-12-31,3,108677,0.07
Jun 2020,SDN,45319635,River Nile,first projection,2020-10-01,2020-12-31,4,0,0
Jun 2020,SDN,45319635,River Nile,first projection,2020-10-01,2020-12-31,5,0,0
Jun 2020,SDN,45319635,Aj Jazirah,current,2020-06-01,2020-09-30,all,5283870,1.0
Jun 2020,SDN,45319635,Aj Jazirah,current,2020-06-01,2020-09-30,3+,878356,0.17
Jun 2020,SDN,45319635,Aj Jazirah,current,2020-06-01,2020-09-30,1,2518220,0.47
Jun 2020,SDN,45319635,Aj Jazirah,current,2020-06-01,2020-09-30,2,1887295,0.36
Jun 2020,SDN,45319635,Aj Jazirah,current,2020-06-01,2020-09-30,3,645624,0.12
Jun 2020,SDN,45319635,Aj Jazirah,current,2020-06-01,2020-09-30,4,232732,0.04
Jun 2020,SDN,45319635,Aj Jazirah,current,2020-06-01,2020-09-30,5,0,0
Jun 2020,SDN,45319635,Aj Jazirah,first projection,2020-10-01,2020-12-31,all,5283870,1.0
Jun 2020,SDN,45319635,Aj Jazirah,first projection,2020-10-01,2020-12-31,3+,508341,0.1
Jun 2020,SDN,45319635,Aj Jazirah,first projection,2020-10-01,2020-12-31,1,2518219,0.48
Jun 2020,SDN,45319635,Aj Jazirah,first projection,2020-10-01,2020-12-31,2,2257310,0.43
Jun 2020,SDN,45319635,Aj Jazirah,first projection,2020-10-01,2020-12-31,3,473685,0.09
Jun 2020,SDN,45319635,Aj Jazirah,first projection,2020-10-01,2020-12-31,4,34656,0.01
Jun 2020,SDN,45319635,Aj Jazirah,first projection,2020-10-01,2020-12-31,5,0,0
Jun 2020,SDN,45319635,East Darfur,current,2020-06-01,2020-09-30,all,1078878,1.0
Jun 2020,SDN,45319635,East Darfur,current,2020-06-01,2020-09-30,3+,210717,0.2
Jun 2020,SDN,45319635,East Darfur,current,2020-06-01,2020-09-30,1,368522,0.33
Jun 2020,SDN,45319635,East Darfur,current,2020-06-01,2020-09-30,2,499639,0.46
Jun 2020,SDN,45319635,East Darfur,current,2020-06-01,2020-09-30,3,179837,0.17
Jun 2020,SDN,45319635,East Darfur,current,2020-06-01,2020-09-30,4,30880,0.03
Jun 2020,SDN,45319635,East Darfur,current,2020-06-01,2020-09-30,5,0,0
Jun 2020,SDN,45319635,East Darfur,first projection,2020-10-01,2020-12-31,all,1078878,1.0
Jun 2020,SDN,45319635,East Darfur,first projection,2020-10-01,2020-12-31,3+,149743,0.14
Jun 2020,SDN,45319635,East Darfur,first projection,2020-10-01,2020-12-31,1,525231,0.49
Jun 2020,SDN,45319635,East Darfur,first projection,2020-10-01,2020-12-31,2,403905,0.37
Jun 2020,SDN,45319635,East Darfur,first projection,2020-10-01,2020-12-31,3,149743,0.14
Jun 2020,SDN,45319635,East Darfur,first projection,2020-10-01,2020-12-31,4,0,0
Jun 2020,SDN,45319635,East Darfur,first projection,2020-10-01,2020-12-31,5,0,0
Jun 2020,SDN,45319635,South Darfur,current,2020-06-01,2020-09-30,all,3702165,1.0
Jun 2020,SDN,45319635,South Darfur,current,2020-06-01,2020-09-30,3+,760175,0.21
Jun 2020,SDN,45319635,South Darfur,current,2020-06-01,2020-09-30,1,1158757,0.3
Jun 2020,SDN,45319635,South Darfur,current,2020-06-01,2020-09-30,2,1783234,0.48
Jun 2020,SDN,45319635,South Darfur,current,2020-06-01,2020-09-30,3,618028,0.17
Jun 2020,SDN,45319635,South Darfur,current,2020-06-01,2020-09-30,4,142147,0.04
Jun 2020,SDN,45319635,South Darfur,current,2020-06-01,2020-09-30,5,0,0
Jun 2020,SDN,45319635,South Darfur,first projection,2020-10-01,2020-12-31,all,3702165,1.0
Jun 2020,SDN,45319635,South Darfur,first projection,2020-10-01,2020-12-31,3+,312952,0.08
Jun 2020,SDN,45319635,South Darfur,first projection,2020-10-01,2020-12-31,1,2078636,0.56
Jun 2020,SDN,45319635,South Darfur,first projection,2020-10-01,2020-12-31,2,1310577,0.35
Jun 2020,SDN,45319635,South Darfur,first projection,2020-10-01,2020-12-31,3,312952,0.08
Jun 2020,SDN,45319635,South Darfur,first projection,2020-10-01,2020-12-31,4,0,0
Jun 2020,SDN,45319635,South Darfur,first projection,2020-10-01,2020-12-31,5,0,0
Jun 2020,SDN,45319635,North Darfur,current,2020-06-01,2020-09-30,all,2426498,1.0
Jun 2020,SDN,45319635,North Darfur,current,2020-06-01,2020-09-30,3+,776835,0.32
Jun 2020,SDN,45319635,North Darfur,current,2020-06-01,2020-09-30,1,564816,0.22
Jun 2020,SDN,45319635,North Darfur,current,2020-06-01,2020-09-30,2,1084848,0.45
Jun 2020,SDN,45319635,North Darfur,current,2020-06-01,2020-09-30,3,505858,0.21
Jun 2020,SDN,45319635,North Darfur,current,2020-06-01,2020-09-30,4,270977,0.11
Jun 2020,SDN,45319635,North Darfur,current,2020-06-01,2020-09-30,5,0,0
Jun 2020,SDN,45319635,North Darfur,first projection,2020-10-01,2020-12-31,all,2426498,1.0
Jun 2020,SDN,45319635,North Darfur,first projection,2020-10-01,2020-12-31,3+,526290,0.22
Jun 2020,SDN,45319635,North Darfur,first projection,2020-10-01,2020-12-31,1,643668,0.27
Jun 2020,SDN,45319635,North Darfur,first projection,2020-10-01,2020-12-31,2,1256540,0.52
Jun 2020,SDN,45319635,North Darfur,first projection,2020-10-01,2020-12-31,3,334228,0.14
Jun 2020,SDN,45319635,North Darfur,first projection,2020-10-01,2020-12-31,4,192062,0.08
Jun 2020,SDN,45319635,North Darfur,first projection,2020-10-01,2020-12-31,5,0,0
Jun 2020,SDN,45319635,Northern,current,2020-06-01,2020-09-30,all,969164,1.0
Jun 2020,SDN,45319635,Northern,current,2020-06-01,2020-09-30,3+,79579,0.08
Jun 2020,SDN,45319635,Northern,current,2020-06-01,2020-09-30,1,648245,0.66
Jun 2020,SDN,45319635,Northern,current,2020-06-01,2020-09-30,2,241340,0.25
Jun 2020,SDN,45319635,Northern,current,2020-06-01,2020-09-30,3,79579,0.08
Jun 2020,SDN,45319635,Northern,current,2020-06-01,2020-09-30,4,0,0
Jun 2020,SDN,45319635,Northern,current,2020-06-01,2020-09-30,5,0,0
Jun 2020,SDN,45319635,Northern,first projection,2020-10-01,2020-12-31,all,969164,1.0
Jun 2020,SDN,45319635,Northern,first projection,2020-10-01,2020-12-31,3+,74014,0.08
Jun 2020,SDN,45319635,Northern,first projection,2020-10-01,2020-12-31,1,578383,0.6
Jun 2020,SDN,45319635,Northern,first projection,2020-10-01,2020-12-31,2,316766,0.33
Jun 2020,SDN,45319635,Northern,first projection,2020-10-01,2020-12-31,3,74014,0.08
Jun 2020,SDN,45319635,Northern,first projection,2020-10-01,2020-12-31,4,0,0
Jun 2020,SDN,45319635,Northern,first projection,2020-10-01,2020-12-31,5,0,0
Jun 2020,SDN,45319635,North Kordofan,current,2020-06-01,2020-09-30,all,2126327,1.0
Jun 2020,SDN,45319635,North Kordofan,current,2020-06-01,2020-09-30,3+,452862,0.21
Jun 2020,SDN,45319635,North Kordofan,current,2020-06-01,2020-09-30,1,951891,0.45
Jun 2020,SDN,45319635,North Kordofan,current,2020-06-01,2020-09-30,2,721574,0.34
Jun 2020,SDN,45319635,North Kordofan,current,2020-06-01,2020-09-30,3,452862,0.21
Jun 2020,SDN,45319635,North Kordofan,current,2020-06-01,2020-09-30,4,0,0
Jun 2020,SDN,45319635,North Kordofan,current,2020-06-01,2020-09-30,5,0,0
Jun 2020,SDN,45319635,North Kordofan,first projection,2020-10-01,2020-12-31,all,2126327,1.0
Jun 2020,SDN,45319635,North Kordofan,first projection,2020-10-01,2020-12-31,3+,334494,0.16
Jun 2020,SDN,45319635,North Kordofan,first projection,2020-10-01,2020-12-31,1,1132448,0.53
Jun 2020,SDN,45319635,North Kordofan,first projection,2020-10-01,2020-12-31,2,659385,0.31
Jun 2020,SDN,45319635,North Kordofan,first projection,2020-10-01,2020-12-31,3,334494,0.16
Jun 2020,SDN,45319635,North Kordofan,first projection,2020-10-01,2020-12-31,4,0,0
Jun 2020,SDN,45319635,North Kordofan,first projection,2020-10-01,2020-12-31,5,0,0
Jun 2020,SDN,45319635,West Kordofan,current,2020-06-01,2020-09-30,all,1748349,1.0
Jun 2020,SDN,45319635,West Kordofan,current,2020-06-01,2020-09-30,3+,317735,0.19
Jun 2020,SDN,45319635,West Kordofan,current,2020-06-01,2020-09-30,1,936384,0.54
Jun 2020,SDN,45319635,West Kordofan,current,2020-06-01,2020-09-30,2,494230,0.28
Jun 2020,SDN,45319635,West Kordofan,current,2020-06-01,2020-09-30,3,237926,0.14
Jun 2020,SDN,45319635,West Kordofan,current,2020-06-01,2020-09-30,4,79809,0.05
Jun 2020,SDN,45319635,West Kordofan,current,2020-06-01,2020-09-30,5,0,0
Jun 2020,SDN,45319635,West Kordofan,first projection,2020-10-01,2020-12-31,all,1748349,1.0
Jun 2020,SDN,45319635,West Kordofan,first projection,2020-10-01,2020-12-31,3+,134148,0.07
Jun 2020,SDN,45319635,West Kordofan,first projection,2020-10-01,2020-12-31,1,1132005,0.65
Jun 2020,SDN,45319635,West Kordofan,first projection,2020-10-01,2020-12-31,2,482197,0.28
Jun 2020,SDN,45319635,West Kordofan,first projection,2020-10-01,2020-12-31,3,126560,0.07
Jun 2020,SDN,45319635,West Kordofan,first projection,2020-10-01,2020-12-31,4,7588,0
Jun 2020,SDN,45319635,West Kordofan,first projection,2020-10-01,2020-12-31,5,0,0
Jun 2020,SDN,45319635,West Darfur,current,2020-06-01,2020-09-30,all,1838371,1.0
Jun 2020,SDN,45319635,West Darfur,current,2020-06-01,2020-09-30,3+,544791,0.29
Jun 2020,SDN,45319635,West Darfur,current,2020-06-01,2020-09-30,1,909301,0.48
Jun 2020,SDN,45319635,West Darfur,current,2020-06-01,2020-09-30,2,384280,0.21
Jun 2020,SDN,45319635,West Darfur,current,2020-06-01,2020-09-30,3,426079,0.23
Jun 2020,SDN,45319635,West Darfur,current,2020-06-01,2020-09-30,4,118711,0.06
Jun 2020,SDN,45319635,West Darfur,current,2020-06-01,2020-09-30,5,0,0
Jun 2020,SDN,45319635,West Darfur,first projection,2020-10-01,2020-12-31,all,1838371,1.0
Jun 2020,SDN,45319635,West Darfur,first projection,2020-10-01,2020-12-31,3+,212747,0.12
Jun 2020,SDN,45319635,West Darfur,first projection,2020-10-01,2020-12-31,1,1242025,0.68
Jun 2020,SDN,45319635,West Darfur,first projection,2020-10-01,2020-12-31,2,383600,0.21
Jun 2020,SDN,45319635,West Darfur,first projection,2020-10-01,2020-12-31,3,212747,0.12
Jun 2020,SDN,45319635,West Darfur,first projection,2020-10-01,2020-12-31,4,0,0
Jun 2020,SDN,45319635,West Darfur,first projection,2020-10-01,2020-12-31,5,0,0
Jun 2020,SDN,45319635,Gedaref,current,2020-06-01,2020-09-30,all,2331140,1.0
Jun 2020,SDN,45319635,Gedaref,current,2020-06-01,2020-09-30,3+,451386,0.19
Jun 2020,SDN,45319635,Gedaref,current,2020-06-01,2020-09-30,1,757333,0.32
Jun 2020,SDN,45319635,Gedaref,current,2020-06-01,2020-09-30,2,1122420,0.48
Jun 2020,SDN,45319635,Gedaref,current,2020-06-01,2020-09-30,3,437781,0.19
Jun 2020,SDN,45319635,Gedaref,current,2020-06-01,2020-09-30,4,13606,0.01
Jun 2020,SDN,45319635,Gedaref,current,2020-06-01,2020-09-30,5,0,0
Jun 2020,SDN,45319635,Gedaref,first projection,2020-10-01,2020-12-31,all,2331140,1.0
Jun 2020,SDN,45319635,Gedaref,first projection,2020-10-01,2020-12-31,3+,453002,0.19
Jun 2020,SDN,45319635,Gedaref,first projection,2020-10-01,2020-12-31,1,961669,0.41
Jun 2020,SDN,45319635,Gedaref,first projection,2020-10-01,2020-12-31,2,916469,0.39
Jun 2020,SDN,45319635,Gedaref,first projection,2020-10-01,2020-12-31,3,451855,0.19
Jun 2020,SDN,45319635,Gedaref,first projection,2020-10-01,2020-12-31,4,1146,0
Jun 2020,SDN,45319635,Gedaref,first projection,2020-10-01,2020-12-31,5,0,0
Jun 2020,SDN,45319635,Central Darfur,current,2020-06-01,2020-09-30,all,1692165,1.0
Jun 2020,SDN,45319635,Central Darfur,current,2020-06-01,2020-09-30,3+,506410,0.3
Jun 2020,SDN,45319635,Central Darfur,current,2020-06-01,2020-09-30,1,865265,0.5
Jun 2020,SDN,45319635,Central Darfur,current,2020-06-01,2020-09-30,2,320491,0.19
Jun 2020,SDN,45319635,Central Darfur,current,2020-06-01,2020-09-30,3,360072,0.21
Jun 2020,SDN,45319635,Central Darfur,current,2020-06-01,2020-09-30,4,146337,0.09
Jun 2020,SDN,45319635,Central Darfur,current,2020-06-01,2020-09-30,5,0,0
Jun 2020,SDN,45319635,Central Darfur,first projection,2020-10-01,2020-12-31,all,1692165,1.0
Jun 2020,SDN,45319635,Central Darfur,first projection,2020-10-01,2020-12-31,3+,278462,0.16
Jun 2020,SDN,45319635,Central Darfur,first projection,2020-10-01,2020-12-31,1,1107282,0.65
Jun 2020,SDN,45319635,Central Darfur,first projection,2020-10-01,2020-12-31,2,306421,0.18
Jun 2020,SDN,45319635,Central Darfur,first projection,2020-10-01,2020-12-31,3,222383,0.13
Jun 2020,SDN,45319635,Central Darfur,first projection,2020-10-01,2020-12-31,4,56080,0.03
Jun 2020,SDN,45319635,Central Darfur,first projection,2020-10-01,2020-12-31,5,0,0
Jun 2020,SDN,45319635,Khartoum,current,2020-06-01,2020-09-30,all,8497019,1.0
Jun 2020,SDN,45319635,Khartoum,current,2020-06-01,2020-09-30,3+,1431748,0.17
Jun 2020,SDN,45319635,Khartoum,current,2020-06-01,2020-09-30,1,4460936,0.53
Jun 2020,SDN,45319635,Khartoum,current,2020-06-01,2020-09-30,2,2604336,0.31
Jun 2020,SDN,45319635,Khartoum,current,2020-06-01,2020-09-30,3,1006897,0.12
Jun 2020,SDN,45319635,Khartoum,current,2020-06-01,2020-09-30,4,424851,0.05
Jun 2020,SDN,45319635,Khartoum,current,2020-06-01,2020-09-30,5,0,0
Jun 2020,SDN,45319635,Khartoum,first projection,2020-10-01,2020-12-31,all,8497019,1.0
Jun 2020,SDN,45319635,Khartoum,first projection,2020-10-01,2020-12-31,3+,1215074,0.14
Jun 2020,SDN,45319635,Khartoum,first projection,2020-10-01,2020-12-31,1,4520414,0.53
Jun 2020,SDN,45319635,Khartoum,first projection,2020-10-01,2020-12-31,2,2761531,0.33
Jun 2020,SDN,45319635,Khartoum,first projection,2020-10-01,2020-12-31,3,1138601,0.13
Jun 2020,SDN,45319635,Khartoum,first projection,2020-10-01,2020-12-31,4,76473,0.01
Jun 2020,SDN,45319635,Khartoum,first projection,2020-10-01,2020-12-31,5,0,0
Jun 2020,SDN,45319635,Kassala,current,2020-06-01,2020-09-30,all,2624576,1.0
Jun 2020,SDN,45319635,Kassala,current,2020-06-01,2020-09-30,3+,652518,0.25
Jun 2020,SDN,45319635,Kassala,current,2020-06-01,2020-09-30,1,973449,0.36
Jun 2020,SDN,45319635,Kassala,current,2020-06-01,2020-09-30,2,998610,0.38
Jun 2020,SDN,45319635,Kassala,current,2020-06-01,2020-09-30,3,527764,0.2
Jun 2020,SDN,45319635,Kassala,current,2020-06-01,2020-09-30,4,124755,0.05
Jun 2020,SDN,45319635,Kassala,current,2020-06-01,2020-09-30,5,0,0
Jun 2020,SDN,45319635,Kassala,first projection,2020-10-01,2020-12-31,all,2624576,1.0
Jun 2020,SDN,45319635,Kassala,first projection,2020-10-01,2020-12-31,3+,468042,0.18
Jun 2020,SDN,45319635,Kassala,first projection,2020-10-01,2020-12-31,1,1188900,0.45
Jun 2020,SDN,45319635,Kassala,first projection,2020-10-01,2020-12-31,2,967634,0.37
Jun 2020,SDN,45319635,Kassala,first projection,2020-10-01,2020-12-31,3,449324,0.17
Jun 2020,SDN,45319635,Kassala,first projection,2020-10-01,2020-12-31,4,18718,0.01
Jun 2020,SDN,45319635,Kassala,first projection,2020-10-01,2020-12-31,5,0,0
Jun 2020,SDN,45319635,Red Sea,current,2020-06-01,2020-09-30,all,1510348,1.0
Jun 2020,SDN,45319635,Red Sea,current,2020-06-01,2020-09-30,3+,429219,0.28
Jun 2020,SDN,45319635,Red Sea,current,2020-06-01,2020-09-30,1,717712,0.48
Jun 2020,SDN,45319635,Red Sea,current,2020-06-01,2020-09-30,2,363417,0.24
Jun 2020,SDN,45319635,Red Sea,current,2020-06-01,2020-09-30,3,308512,0.2
Jun 2020,SDN,45319635,Red Sea,current,2020-06-01,2020-09-30,4,120707,0.08
Jun 2020,SDN,45319635,Red Sea,current,2020-06-01,2020-09-30,5,0,0
Jun 2020,SDN,45319635,Red Sea,first projection,2020-10-01,2020-12-31,all,1510348,1.0
Jun 2020,SDN,45319635,Red Sea,first projection,2020-10-01,2020-12-31,3+,298519,0.2
Jun 2020,SDN,45319635,Red Sea,first projection,2020-10-01,2020-12-31,1,766404,0.51
Jun 2020,SDN,45319635,Red Sea,first projection,2020-10-01,2020-12-31,2,445425,0.29
Jun 2020,SDN,45319635,Red Sea,first projection,2020-10-01,2020-12-31,3,240060,0.16
Jun 2020,SDN,45319635,Red Sea,first projection,2020-10-01,2020-12-31,4,58459,0.04
Jun 2020,SDN,45319635,Red Sea,first projection,2020-10-01,2020-12-31,5,0,0
Jun 2020,SDN,45319635,White Nile,current,2020-06-01,2020-09-30,all,2612410,1.0
Jun 2020,SDN,45319635,White Nile,current,2020-06-01,2020-09-30,3+,445275,0.17
Jun 2020,SDN,45319635,White Nile,current,2020-06-01,2020-09-30,1,1055508,0.4
Jun 2020,SDN,45319635,White Nile,current,2020-06-01,2020-09-30,2,1111626,0.43
Jun 2020,SDN,45319635,White Nile,current,2020-06-01,2020-09-30,3,304112,0.12
Jun 2020,SDN,45319635,White Nile,current,2020-06-01,2020-09-30,4,141163,0.05
Jun 2020,SDN,45319635,White Nile,current,2020-06-01,2020-09-30,5,0,0
Jun 2020,SDN,45319635,White Nile,first projection,2020-10-01,2020-12-31,all,2612410,1.0
Jun 2020,SDN,45319635,White Nile,first projection,2020-10-01,2020-12-31,3+,479350,0.18
Jun 2020,SDN,45319635,White Nile,first projection,2020-10-01,2020-12-31,1,1046713,0.4
Jun 2020,SDN,45319635,White Nile,first projection,2020-10-01,2020-12-31,2,1086347,0.42
Jun 2020,SDN,45319635,White Nile,first projection,2020-10-01,2020-12-31,3,339933,0.13
Jun 2020,SDN,45319635,White Nile,first projection,2020-10-01,2020-12-31,4,139417,0.05
Jun 2020,SDN,45319635,White Nile,first projection,2020-10-01,2020-12-31,5,0,0
Jun 2019,SDN,42813000,East Darfur,current,2019-06-01,2019-08-31,all,1073512,1.0
Jun 2019,SDN,42813000,East Darfur,current,2019-06-01,2019-08-31,3+,178992,0.16
Jun 2019,SDN,42813000,East Darfur,current,2019-06-01,2019-08-31,1,210311,0.2
Jun 2019,SDN,42813000,East Darfur,current,2019-06-01,2019-08-31,2,684208,0.64
Jun 2019,SDN,42813000,East Darfur,current,2019-06-01,2019-08-31,3,122076,0.11
Jun 2019,SDN,42813000,East Darfur,current,2019-06-01,2019-08-31,4,56916,0.05
Jun 2019,SDN,42813000,East Darfur,current,2019-06-01,2019-08-31,5,0,0
Jun 2019,SDN,42813000,South Darfur,current,2019-06-01,2019-08-31,all,3683746,1.0
Jun 2019,SDN,42813000,South Darfur,current,2019-06-01,2019-08-31,3+,763179,0.21
Jun 2019,SDN,42813000,South Darfur,current,2019-06-01,2019-08-31,1,1545602,0.42
Jun 2019,SDN,42813000,South Darfur,current,2019-06-01,2019-08-31,2,1374965,0.37
Jun 2019,SDN,42813000,South Darfur,current,2019-06-01,2019-08-31,3,620405,0.17
Jun 2019,SDN,42813000,South Darfur,current,2019-06-01,2019-08-31,4,142774,0.04
Jun 2019,SDN,42813000,South Darfur,current,2019-06-01,2019-08-31,5,0,0
Jun 2019,SDN,42813000,White Nile,current,2019-06-01,2019-08-31,all,2586545,1.0
Jun 2019,SDN,42813000,White Nile,current,2019-06-01,2019-08-31,3+,462317,0.18
Jun 2019,SDN,42813000,White Nile,current,2019-06-01,2019-08-31,1,1531174,0.59
Jun 2019,SDN,42813000,White Nile,current,2019-06-01,2019-08-31,2,593053,0.23
Jun 2019,SDN,42813000,White Nile,current,2019-06-01,2019-08-31,3,301260,0.12
Jun 2019,SDN,42813000,White Nile,current,2019-06-01,2019-08-31,4,161057,0.06
Jun 2019,SDN,42813000,White Nile,current,2019-06-01,2019-08-31,5,0,0
Jun 2019,SDN,42813000,West Kordofan,current,2019-06-01,2019-08-31,all,1731037,1.0
Jun 2019,SDN,42813000,West Kordofan,current,2019-06-01,2019-08-31,3+,265380,0.15
Jun 2019,SDN,42813000,West Kordofan,current,2019-06-01,2019-08-31,1,979787,0.57
Jun 2019,SDN,42813000,West Kordofan,current,2019-06-01,2019-08-31,2,485870,0.28
Jun 2019,SDN,42813000,West Kordofan,current,2019-06-01,2019-08-31,3,189031,0.11
Jun 2019,SDN,42813000,West Kordofan,current,2019-06-01,2019-08-31,4,76349,0.04
Jun 2019,SDN,42813000,West Kordofan,current,2019-06-01,2019-08-31,5,0,0
Jun 2019,SDN,42813000,Red Sea,current,2019-06-01,2019-08-31,all,1502834,1.0
Jun 2019,SDN,42813000,Red Sea,current,2019-06-01,2019-08-31,3+,424885,0.28
Jun 2019,SDN,42813000,Red Sea,current,2019-06-01,2019-08-31,1,571085,0.38
Jun 2019,SDN,42813000,Red Sea,current,2019-06-01,2019-08-31,2,506864,0.34
Jun 2019,SDN,42813000,Red Sea,current,2019-06-01,2019-08-31,3,305316,0.2
Jun 2019,SDN,42813000,Red Sea,current,2019-06-01,2019-08-31,4,119569,0.08
Jun 2019,SDN,42813000,Red Sea,current,2019-06-01,2019-08-31,5,0,0
Jun 2019,SDN,42813000,Kassala,current,2019-06-01,2019-08-31,all,2611518,1.0
Jun 2019,SDN,42813000,Kassala,current,2019-06-01,2019-08-31,3+,431049,0.17
Jun 2019,SDN,42813000,Kassala,current,2019-06-01,2019-08-31,1,848038,0.32
Jun 2019,SDN,42813000,Kassala,current,2019-06-01,2019-08-31,2,1332431,0.51
Jun 2019,SDN,42813000,Kassala,current,2019-06-01,2019-08-31,3,431049,0.17
Jun 2019,SDN,42813000,Kassala,current,2019-06-01,2019-08-31,4,0,0
Jun 2019,SDN,42813000,Kassala,current,2019-06-01,2019-08-31,5,0,0
Jun 2019,SDN,42813000,Gedaref,current,2019-06-01,2019-08-31,all,2319544,1.0
