,date_analysis,country,total_population,region,validity_period,date_from,date_to,phase,affected_number,percentage,month
1289,2021-03-01,SDN,46796616,Blue Nile,first projection,2021-06-01,2021-09-30,all,1311481,1.0,2021-03
1290,2021-03-01,SDN,46796616,Blue Nile,first projection,2021-06-01,2021-09-30,3+,345554,0.26,2021-03
1291,2021-03-01,SDN,46796616,Blue Nile,first projection,2021-06-01,2021-09-30,1,469335,0.36,2021-03
1292,2021-03-01,SDN,46796616,Blue Nile,first projection,2021-06-01,2021-09-30,2,496592,0.38,2021-03
1293,2021-03-01,SDN,46796616,Blue Nile,first projection,2021-06-01,2021-09-30,3,236274,0.18,2021-03
1294,2021-03-01,SDN,46796616,Blue Nile,first projection,2021-06-01,2021-09-30,4,109280,0.08,2021-03
1295,2021-03-01,SDN,46796616,Blue Nile,first projection,2021-06-01,2021-09-30,5,0,0.0,2021-03
1296,2021-03-01,SDN,46796616,Blue Nile,second projection,2021-10-01,2022-02-28,all,1311481,1.0,2021-03
1297,2021-03-01,SDN,46796616,Blue Nile,second projection,2021-10-01,2022-02-28,3+,179474,0.13,2021-03
1298,2021-03-01,SDN,46796616,Blue Nile,second projection,2021-10-01,2022-02-28,1,722009,0.55,2021-03
1299,2021-03-01,SDN,46796616,Blue Nile,second projection,2021-10-01,2022-02-28,2,409998,0.31,2021-03
1300,2021-03-01,SDN,46796616,Blue Nile,second projection,2021-10-01,2022-02-28,3,149454,0.11,2021-03
1301,2021-03-01,SDN,46796616,Blue Nile,second projection,2021-10-01,2022-02-28,4,30020,0.02,2021-03
1302,2021-03-01,SDN,46796616,Blue Nile,second projection,2021-10-01,2022-02-28,5,0,0.0,2021-03
1303,2021-03-01,SDN,46796616,Aj Jazirah,current,2021-04-01,2021-05-31,all,5495224,1.0,2021-03
1304,2021-03-01,SDN,46796616,Aj Jazirah,current,2021-04-01,2021-05-31,3+,508255,0.09,2021-03
1305,2021-03-01,SDN,46796616,Aj Jazirah,current,2021-04-01,2021-05-31,1,3736261,0.68,2021-03
1306,2021-03-01,SDN,46796616,Aj Jazirah,current,2021-04-01,2021-05-31,2,1250708,0.23,2021-03
1307,2021-03-01,SDN,46796616,Aj Jazirah,current,2021-04-01,2021-05-31,3,353599,0.06,2021-03
1308,2021-03-01,SDN,46796616,Aj Jazirah,current,2021-04-01,2021-05-31,4,154656,0.03,2021-03
1309,2021-03-01,SDN,46796616,Aj Jazirah,current,2021-04-01,2021-05-31,5,0,0.0,2021-03
1310,2021-03-01,SDN,46796616,Aj Jazirah,first projection,2021-06-01,2021-09-30,all,5495224,1.0,2021-03
1311,2021-03-01,SDN,46796616,Aj Jazirah,first projection,2021-06-01,2021-09-30,3+,903122,0.16,2021-03
1312,2021-03-01,SDN,46796616,Aj Jazirah,first projection,2021-06-01,2021-09-30,1,2906004,0.53,2021-03
1313,2021-03-01,SDN,46796616,Aj Jazirah,first projection,2021-06-01,2021-09-30,2,1686098,0.31,2021-03
1314,2021-03-01,SDN,46796616,Aj Jazirah,first projection,2021-06-01,2021-09-30,3,628360,0.11,2021-03
1315,2021-03-01,SDN,46796616,Aj Jazirah,first projection,2021-06-01,2021-09-30,4,274761,0.05,2021-03
1316,2021-03-01,SDN,46796616,Aj Jazirah,first projection,2021-06-01,2021-09-30,5,0,0.0,2021-03
1317,2021-03-01,SDN,46796616,Aj Jazirah,second projection,2021-10-01,2022-02-28,all,5495224,1.0,2021-03
1318,2021-03-01,SDN,46796616,Aj Jazirah,second projection,2021-10-01,2022-02-28,3+,396697,0.07,2021-03
1319,2021-03-01,SDN,46796616,Aj Jazirah,second projection,2021-10-01,2022-02-28,1,4068619,0.74,2021-03
1320,2021-03-01,SDN,46796616,Aj Jazirah,second projection,2021-10-01,2022-02-28,2,1029908,0.19,2021-03
1321,2021-03-01,SDN,46796616,Aj Jazirah,second projection,2021-10-01,2022-02-28,3,274761,0.05,2021-03
1322,2021-03-01,SDN,46796616,Aj Jazirah,second projection,2021-10-01,2022-02-28,4,121936,0.02,2021-03
1323,2021-03-01,SDN,46796616,Aj Jazirah,second projection,2021-10-01,2022-02-28,5,0,0.0,2021-03
1324,2021-03-01,SDN,46796616,Red Sea,current,2021-04-01,2021-05-31,all,1525451,1.0,2021-03
1325,2021-03-01,SDN,46796616,Red Sea,current,2021-04-01,2021-05-31,3+,311725,0.21,2021-03
1326,2021-03-01,SDN,46796616,Red Sea,current,2021-04-01,2021-05-31,1,607816,0.4,2021-03
1327,2021-03-01,SDN,46796616,Red Sea,current,2021-04-01,2021-05-31,2,605910,0.4,2021-03
1328,2021-03-01,SDN,46796616,Red Sea,current,2021-04-01,2021-05-31,3,211709,0.14,2021-03
1329,2021-03-01,SDN,46796616,Red Sea,current,2021-04-01,2021-05-31,4,100017,0.07,2021-03
1330,2021-03-01,SDN,46796616,Red Sea,current,2021-04-01,2021-05-31,5,0,0.0,2021-03
1331,2021-03-01,SDN,46796616,Red Sea,first projection,2021-06-01,2021-09-30,all,1525451,1.0,2021-03
1332,2021-03-01,SDN,46796616,Red Sea,first projection,2021-06-01,2021-09-30,3+,364775,0.24,2021-03
1333,2021-03-01,SDN,46796616,Red Sea,first projection,2021-06-01,2021-09-30,1,467137,0.31,2021-03
1334,2021-03-01,SDN,46796616,Red Sea,first projection,2021-06-01,2021-09-30,2,693539,0.45,2021-03
1335,2021-03-01,SDN,46796616,Red Sea,first projection,2021-06-01,2021-09-30,3,260159,0.17,2021-03
1336,2021-03-01,SDN,46796616,Red Sea,first projection,2021-06-01,2021-09-30,4,104616,0.07,2021-03
1337,2021-03-01,SDN,46796616,Red Sea,first projection,2021-06-01,2021-09-30,5,0,0.0,2021-03
1338,2021-03-01,SDN,46796616,Red Sea,second projection,2021-10-01,2022-02-28,all,1525451,1.0,2021-03
1339,2021-03-01,SDN,46796616,Red Sea,second projection,2021-10-01,2022-02-28,3+,237224,0.16,2021-03
1340,2021-03-01,SDN,46796616,Red Sea,second projection,2021-10-01,2022-02-28,1,659497,0.43,2021-03
1341,2021-03-01,SDN,46796616,Red Sea,second projection,2021-10-01,2022-02-28,2,628730,0.41,2021-03
1342,2021-03-01,SDN,46796616,Red Sea,second projection,2021-10-01,2022-02-28,3,209244,0.14,2021-03
1343,2021-03-01,SDN,46796616,Red Sea,second projection,2021-10-01,2022-02-28,4,27981,0.02,2021-03
1344,2021-03-01,SDN,46796616,Red Sea,second projection,2021-10-01,2022-02-28,5,0,0.0,2021-03
1345,2021-03-01,SDN,46796616,North Darfur,current,2021-04-01,2021-05-31,all,2450763,1.0,2021-03
1346,2021-03-01,SDN,46796616,North Darfur,current,2021-04-01,2021-05-31,3+,602076,0.25,2021-03
1347,2021-03-01,SDN,46796616,North Darfur,current,2021-04-01,2021-05-31,1,685888,0.28,2021-03
1348,2021-03-01,SDN,46796616,North Darfur,current,2021-04-01,2021-05-31,2,1162799,0.47,2021-03
1349,2021-03-01,SDN,46796616,North Darfur,current,2021-04-01,2021-05-31,3,486123,0.2,2021-03
1350,2021-03-01,SDN,46796616,North Darfur,current,2021-04-01,2021-05-31,4,115953,0.05,2021-03
1351,2021-03-01,SDN,46796616,North Darfur,current,2021-04-01,2021-05-31,5,0,0.0,2021-03
1352,2021-03-01,SDN,46796616,North Darfur,first projection,2021-06-01,2021-09-30,all,2450763,1.0,2021-03
1353,2021-03-01,SDN,46796616,North Darfur,first projection,2021-06-01,2021-09-30,3+,712069,0.29,2021-03
1354,2021-03-01,SDN,46796616,North Darfur,first projection,2021-06-01,2021-09-30,1,632748,0.26,2021-03
1355,2021-03-01,SDN,46796616,North Darfur,first projection,2021-06-01,2021-09-30,2,1105946,0.45,2021-03
1356,2021-03-01,SDN,46796616,North Darfur,first projection,2021-06-01,2021-09-30,3,594821,0.24,2021-03
1357,2021-03-01,SDN,46796616,North Darfur,first projection,2021-06-01,2021-09-30,4,117248,0.05,2021-03
1358,2021-03-01,SDN,46796616,North Darfur,first projection,2021-06-01,2021-09-30,5,0,0.0,2021-03
1359,2021-03-01,SDN,46796616,North Darfur,second projection,2021-10-01,2022-02-28,all,2450763,1.0,2021-03
1360,2021-03-01,SDN,46796616,North Darfur,second projection,2021-10-01,2022-02-28,3+,471883,0.2,2021-03
1361,2021-03-01,SDN,46796616,North Darfur,second projection,2021-10-01,2022-02-28,1,721384,0.29,2021-03
1362,2021-03-01,SDN,46796616,North Darfur,second projection,2021-10-01,2022-02-28,2,1257496,0.51,2021-03
1363,2021-03-01,SDN,46796616,North Darfur,second projection,2021-10-01,2022-02-28,3,355930,0.15,2021-03
1364,2021-03-01,SDN,46796616,North Darfur,second projection,2021-10-01,2022-02-28,4,115953,0.05,2021-03
1365,2021-03-01,SDN,46796616,North Darfur,second projection,2021-10-01,2022-02-28,5,0,0.0,2021-03
1366,2021-03-01,SDN,46796616,Gedaref,current,2021-04-01,2021-05-31,all,2447698,1.0,2021-03
1367,2021-03-01,SDN,46796616,Gedaref,current,2021-04-01,2021-05-31,3+,472685,0.19,2021-03
1368,2021-03-01,SDN,46796616,Gedaref,current,2021-04-01,2021-05-31,1,1054166,0.43,2021-03
1369,2021-03-01,SDN,46796616,Gedaref,current,2021-04-01,2021-05-31,2,920847,0.38,2021-03
1370,2021-03-01,SDN,46796616,Gedaref,current,2021-04-01,2021-05-31,3,350300,0.14,2021-03
1371,2021-03-01,SDN,46796616,Gedaref,current,2021-04-01,2021-05-31,4,122385,0.05,2021-03
1372,2021-03-01,SDN,46796616,Gedaref,current,2021-04-01,2021-05-31,5,0,0.0,2021-03
1373,2021-03-01,SDN,46796616,Gedaref,first projection,2021-06-01,2021-09-30,all,2447698,1.0,2021-03
1374,2021-03-01,SDN,46796616,Gedaref,first projection,2021-06-01,2021-09-30,3+,567513,0.24,2021-03
1375,2021-03-01,SDN,46796616,Gedaref,first projection,2021-06-01,2021-09-30,1,829770,0.34,2021-03
1376,2021-03-01,SDN,46796616,Gedaref,first projection,2021-06-01,2021-09-30,2,1050415,0.43,2021-03
1377,2021-03-01,SDN,46796616,Gedaref,first projection,2021-06-01,2021-09-30,3,407418,0.17,2021-03
1378,2021-03-01,SDN,46796616,Gedaref,first projection,2021-06-01,2021-09-30,4,160095,0.07,2021-03
1379,2021-03-01,SDN,46796616,Gedaref,first projection,2021-06-01,2021-09-30,5,0,0.0,2021-03
1380,2021-03-01,SDN,46796616,Gedaref,second projection,2021-10-01,2022-02-28,all,2447698,1.0,2021-03
1381,2021-03-01,SDN,46796616,Gedaref,second projection,2021-10-01,2022-02-28,3+,374913,0.15,2021-03
1382,2021-03-01,SDN,46796616,Gedaref,second projection,2021-10-01,2022-02-28,1,1031565,0.42,2021-03
1383,2021-03-01,SDN,46796616,Gedaref,second projection,2021-10-01,2022-02-28,2,1041220,0.43,2021-03
1384,2021-03-01,SDN,46796616,Gedaref,second projection,2021-10-01,2022-02-28,3,245973,0.1,2021-03
1385,2021-03-01,SDN,46796616,Gedaref,second projection,2021-10-01,2022-02-28,4,128940,0.05,2021-03
1386,2021-03-01,SDN,46796616,Gedaref,second projection,2021-10-01,2022-02-28,5,0,0.0,2021-03
1387,2021-03-01,SDN,46796616,Sennar,current,2021-04-01,2021-05-31,all,2097452,1.0,2021-03
1388,2021-03-01,SDN,46796616,Sennar,current,2021-04-01,2021-05-31,3+,240932,0.12,2021-03
1389,2021-03-01,SDN,46796616,Sennar,current,2021-04-01,2021-05-31,1,1195973,0.57,2021-03
1390,2021-03-01,SDN,46796616,Sennar,current,2021-04-01,2021-05-31,2,660547,0.31,2021-03
1391,2021-03-01,SDN,46796616,Sennar,current,2021-04-01,2021-05-31,3,224557,0.11,2021-03
1392,2021-03-01,SDN,46796616,Sennar,current,2021-04-01,2021-05-31,4,16375,0.01,2021-03
1393,2021-03-01,SDN,46796616,Sennar,current,2021-04-01,2021-05-31,5,0,0.0,2021-03
1394,2021-03-01,SDN,46796616,Sennar,first projection,2021-06-01,2021-09-30,all,2097452,1.0,2021-03
1395,2021-03-01,SDN,46796616,Sennar,first projection,2021-06-01,2021-09-30,3+,307618,0.15,2021-03
1396,2021-03-01,SDN,46796616,Sennar,first projection,2021-06-01,2021-09-30,1,1038976,0.5,2021-03
1397,2021-03-01,SDN,46796616,Sennar,first projection,2021-06-01,2021-09-30,2,750858,0.36,2021-03
1398,2021-03-01,SDN,46796616,Sennar,first projection,2021-06-01,2021-09-30,3,291243,0.14,2021-03
1399,2021-03-01,SDN,46796616,Sennar,first projection,2021-06-01,2021-09-30,4,16375,0.01,2021-03
1400,2021-03-01,SDN,46796616,Sennar,first projection,2021-06-01,2021-09-30,5,0,0.0,2021-03
1401,2021-03-01,SDN,46796616,Sennar,second projection,2021-10-01,2022-02-28,all,2097452,1.0,2021-03
1402,2021-03-01,SDN,46796616,Sennar,second projection,2021-10-01,2022-02-28,3+,148747,0.07,2021-03
1403,2021-03-01,SDN,46796616,Sennar,second projection,2021-10-01,2022-02-28,1,1347032,0.64,2021-03
1404,2021-03-01,SDN,46796616,Sennar,second projection,2021-10-01,2022-02-28,2,601674,0.29,2021-03
1405,2021-03-01,SDN,46796616,Sennar,second projection,2021-10-01,2022-02-28,3,148747,0.07,2021-03
1406,2021-03-01,SDN,46796616,Sennar,second projection,2021-10-01,2022-02-28,4,0,0.0,2021-03
1407,2021-03-01,SDN,46796616,Sennar,second projection,2021-10-01,2022-02-28,5,0,0.0,2021-03
1408,2021-03-01,SDN,46796616,Khartoum,current,2021-04-01,2021-05-31,all,8836900,1.0,2021-03
1409,2021-03-01,SDN,46796616,Khartoum,current,2021-04-01,2021-05-31,3+,1215074,0.14,2021-03
1410,2021-03-01,SDN,46796616,Khartoum,current,2021-04-01,2021-05-31,1,5500970,0.62,2021-03
1411,2021-03-01,SDN,46796616,Khartoum,current,2021-04-01,2021-05-31,2,2120856,0.24,2021-03
1412,2021-03-01,SDN,46796616,Khartoum,current,2021-04-01,2021-05-31,3,958804,0.11,2021-03
1413,2021-03-01,SDN,46796616,Khartoum,current,2021-04-01,2021-05-31,4,256270,0.03,2021-03
1414,2021-03-01,SDN,46796616,Khartoum,current,2021-04-01,2021-05-31,5,0,0.0,2021-03
1415,2021-03-01,SDN,46796616,Khartoum,first projection,2021-06-01,2021-09-30,all,8836900,1.0,2021-03
1416,2021-03-01,SDN,46796616,Khartoum,first projection,2021-06-01,2021-09-30,3+,1670174,0.18,2021-03
1417,2021-03-01,SDN,46796616,Khartoum,first projection,2021-06-01,2021-09-30,1,4948664,0.56,2021-03
1418,2021-03-01,SDN,46796616,Khartoum,first projection,2021-06-01,2021-09-30,2,2218062,0.25,2021-03
1419,2021-03-01,SDN,46796616,Khartoum,first projection,2021-06-01,2021-09-30,3,1276932,0.14,2021-03
1420,2021-03-01,SDN,46796616,Khartoum,first projection,2021-06-01,2021-09-30,4,393242,0.04,2021-03
1421,2021-03-01,SDN,46796616,Khartoum,first projection,2021-06-01,2021-09-30,5,0,0.0,2021-03
1422,2021-03-01,SDN,46796616,Khartoum,second projection,2021-10-01,2022-02-28,all,8836900,1.0,2021-03
1423,2021-03-01,SDN,46796616,Khartoum,second projection,2021-10-01,2022-02-28,3+,1400649,0.15,2021-03
1424,2021-03-01,SDN,46796616,Khartoum,second projection,2021-10-01,2022-02-28,1,5147494,0.58,2021-03
1425,2021-03-01,SDN,46796616,Khartoum,second projection,2021-10-01,2022-02-28,2,2288757,0.26,2021-03
1426,2021-03-01,SDN,46796616,Khartoum,second projection,2021-10-01,2022-02-28,3,1007407,0.11,2021-03
1427,2021-03-01,SDN,46796616,Khartoum,second projection,2021-10-01,2022-02-28,4,393242,0.04,2021-03
1428,2021-03-01,SDN,46796616,Khartoum,second projection,2021-10-01,2022-02-28,5,0,0.0,2021-03
1429,2021-03-01,SDN,46796616,South Darfur,current,2021-04-01,2021-05-31,all,3813230,1.0,2021-03
1430,2021-03-01,SDN,46796616,South Darfur,current,2021-04-01,2021-05-31,3+,654068,0.17,2021-03
1431,2021-03-01,SDN,46796616,South Darfur,current,2021-04-01,2021-05-31,1,2214078,0.58,2021-03
1432,2021-03-01,SDN,46796616,South Darfur,current,2021-04-01,2021-05-31,2,945085,0.25,2021-03
1433,2021-03-01,SDN,46796616,South Darfur,current,2021-04-01,2021-05-31,3,463724,0.12,2021-03
1434,2021-03-01,SDN,46796616,South Darfur,current,2021-04-01,2021-05-31,4,190344,0.05,2021-03
1435,2021-03-01,SDN,46796616,South Darfur,current,2021-04-01,2021-05-31,5,0,0.0,2021-03
1436,2021-03-01,SDN,46796616,South Darfur,first projection,2021-06-01,2021-09-30,all,3813230,1.0,2021-03
1437,2021-03-01,SDN,46796616,South Darfur,first projection,2021-06-01,2021-09-30,3+,847126,0.22,2021-03
1438,2021-03-01,SDN,46796616,South Darfur,first projection,2021-06-01,2021-09-30,1,1703828,0.45,2021-03
1439,2021-03-01,SDN,46796616,South Darfur,first projection,2021-06-01,2021-09-30,2,1262275,0.33,2021-03
1440,2021-03-01,SDN,46796616,South Darfur,first projection,2021-06-01,2021-09-30,3,621155,0.16,2021-03
1441,2021-03-01,SDN,46796616,South Darfur,first projection,2021-06-01,2021-09-30,4,225972,0.06,2021-03
1442,2021-03-01,SDN,46796616,South Darfur,first projection,2021-06-01,2021-09-30,5,0,0.0,2021-03
1443,2021-03-01,SDN,46796616,South Darfur,second projection,2021-10-01,2022-02-28,all,3813230,1.0,2021-03
1444,2021-03-01,SDN,46796616,South Darfur,second projection,2021-10-01,2022-02-28,3+,370199,0.1,2021-03
1445,2021-03-01,SDN,46796616,South Darfur,second projection,2021-10-01,2022-02-28,1,2627684,0.69,2021-03
1446,2021-03-01,SDN,46796616,South Darfur,second projection,2021-10-01,2022-02-28,2,815347,0.21,2021-03
1447,2021-03-01,SDN,46796616,South Darfur,second projection,2021-10-01,2022-02-28,3,342190,0.09,2021-03
1448,2021-03-01,SDN,46796616,South Darfur,second projection,2021-10-01,2022-02-28,4,28010,0.01,2021-03
1449,2021-03-01,SDN,46796616,South Darfur,second projection,2021-10-01,2022-02-28,5,0,0.0,2021-03
1450,2021-03-01,SDN,46796616,West Darfur,current,2021-04-01,2021-05-31,all,1893522,1.0,2021-03
1451,2021-03-01,SDN,46796616,West Darfur,current,2021-04-01,2021-05-31,3+,410981,0.22,2021-03
1452,2021-03-01,SDN,46796616,West Darfur,current,2021-04-01,2021-05-31,1,509092,0.27,2021-03
1453,2021-03-01,SDN,46796616,West Darfur,current,2021-04-01,2021-05-31,2,973449,0.51,2021-03
1454,2021-03-01,SDN,46796616,West Darfur,current,2021-04-01,2021-05-31,3,245743,0.13,2021-03
1455,2021-03-01,SDN,46796616,West Darfur,current,2021-04-01,2021-05-31,4,165237,0.09,2021-03
1456,2021-03-01,SDN,46796616,West Darfur,current,2021-04-01,2021-05-31,5,0,0.0,2021-03
1457,2021-03-01,SDN,46796616,West Darfur,first projection,2021-06-01,2021-09-30,all,1893522,1.0,2021-03
1458,2021-03-01,SDN,46796616,West Darfur,first projection,2021-06-01,2021-09-30,3+,572261,0.3,2021-03
1459,2021-03-01,SDN,46796616,West Darfur,first projection,2021-06-01,2021-09-30,1,326650,0.17,2021-03
1460,2021-03-01,SDN,46796616,West Darfur,first projection,2021-06-01,2021-09-30,2,994611,0.53,2021-03
1461,2021-03-01,SDN,46796616,West Darfur,first projection,2021-06-01,2021-09-30,3,318356,0.17,2021-03
1462,2021-03-01,SDN,46796616,West Darfur,first projection,2021-06-01,2021-09-30,4,253905,0.13,2021-03
1463,2021-03-01,SDN,46796616,West Darfur,first projection,2021-06-01,2021-09-30,5,0,0.0,2021-03
1464,2021-03-01,SDN,46796616,West Darfur,second projection,2021-10-01,2022-02-28,all,1893522,1.0,2021-03
1465,2021-03-01,SDN,46796616,West Darfur,second projection,2021-10-01,2022-02-28,3+,299513,0.16,2021-03
1466,2021-03-01,SDN,46796616,West Darfur,second projection,2021-10-01,2022-02-28,1,576308,0.3,2021-03
1467,2021-03-01,SDN,46796616,West Darfur,second projection,2021-10-01,2022-02-28,2,1017702,0.54,2021-03
1468,2021-03-01,SDN,46796616,West Darfur,second projection,2021-10-01,2022-02-28,3,182754,0.1,2021-03
1469,2021-03-01,SDN,46796616,West Darfur,second projection,2021-10-01,2022-02-28,4,116758,0.06,2021-03
1470,2021-03-01,SDN,46796616,West Darfur,second projection,2021-10-01,2022-02-28,5,0,0.0,2021-03
1471,2021-03-01,SDN,46796616,White Nile,current,2021-04-01,2021-05-31,all,2716906,1.0,2021-03
1472,2021-03-01,SDN,46796616,White Nile,current,2021-04-01,2021-05-31,3+,415253,0.15,2021-03
1473,2021-03-01,SDN,46796616,White Nile,current,2021-04-01,2021-05-31,1,1382684,0.51,2021-03
1474,2021-03-01,SDN,46796616,White Nile,current,2021-04-01,2021-05-31,2,918969,0.34,2021-03
1475,2021-03-01,SDN,46796616,White Nile,current,2021-04-01,2021-05-31,3,298124,0.11,2021-03
1476,2021-03-01,SDN,46796616,White Nile,current,2021-04-01,2021-05-31,4,117128,0.04,2021-03
1477,2021-03-01,SDN,46796616,White Nile,current,2021-04-01,2021-05-31,5,0,0.0,2021-03
1478,2021-03-01,SDN,46796616,White Nile,first projection,2021-06-01,2021-09-30,all,2716906,1.0,2021-03
1479,2021-03-01,SDN,46796616,White Nile,first projection,2021-06-01,2021-09-30,3+,489520,0.18,2021-03
1480,2021-03-01,SDN,46796616,White Nile,first projection,2021-06-01,2021-09-30,1,1072403,0.39,2021-03
1481,2021-03-01,SDN,46796616,White Nile,first projection,2021-06-01,2021-09-30,2,1154983,0.43,2021-03
1482,2021-03-01,SDN,46796616,White Nile,first projection,2021-06-01,2021-09-30,3,344527,0.13,2021-03
1483,2021-03-01,SDN,46796616,White Nile,first projection,2021-06-01,2021-09-30,4,144993,0.05,2021-03
1484,2021-03-01,SDN,46796616,White Nile,first projection,2021-06-01,2021-09-30,5,0,0.0,2021-03
1485,2021-03-01,SDN,46796616,White Nile,second projection,2021-10-01,2022-02-28,all,2716906,1.0,2021-03
1486,2021-03-01,SDN,46796616,White Nile,second projection,2021-10-01,2022-02-28,3+,376896,0.14,2021-03
1487,2021-03-01,SDN,46796616,White Nile,second projection,2021-10-01,2022-02-28,1,1203817,0.44,2021-03
1488,2021-03-01,SDN,46796616,White Nile,second projection,2021-10-01,2022-02-28,2,1136193,0.42,2021-03
1489,2021-03-01,SDN,46796616,White Nile,second projection,2021-10-01,2022-02-28,3,259767,0.1,2021-03
1490,2021-03-01,SDN,46796616,White Nile,second projection,2021-10-01,2022-02-28,4,117128,0.04,2021-03
1491,2021-03-01,SDN,46796616,White Nile,second projection,2021-10-01,2022-02-28,5,0,0.0,2021-03
1492,2021-03-01,SDN,46796616,West Kordofan,current,2021-04-01,2021-05-31,all,1679865,1.0,2021-03
1493,2021-03-01,SDN,46796616,West Kordofan,current,2021-04-01,2021-05-31,3+,230531,0.14,2021-03
1494,2021-03-01,SDN,46796616,West Kordofan,current,2021-04-01,2021-05-31,1,1049414,0.62,2021-03
1495,2021-03-01,SDN,46796616,West Kordofan,current,2021-04-01,2021-05-31,2,399920,0.24,2021-03
1496,2021-03-01,SDN,46796616,West Kordofan,current,2021-04-01,2021-05-31,3,195757,0.12,2021-03
1497,2021-03-01,SDN,46796616,West Kordofan,current,2021-04-01,2021-05-31,4,34774,0.02,2021-03
