,date_analysis,country,total_population,region,validity_period,date_from,date_to,phase,affected_number,percentage,month
1039,2022-05-01,SDN,47881435,Northern,first projection,2022-06-01,2022-09-30,1,579754,0.57,2022-05
1040,2022-05-01,SDN,47881435,Northern,first projection,2022-06-01,2022-09-30,2,289961,0.28,2022-05
1041,2022-05-01,SDN,47881435,Northern,first projection,2022-06-01,2022-09-30,3,90992,0.09,2022-05
1042,2022-05-01,SDN,47881435,Northern,first projection,2022-06-01,2022-09-30,4,62487,0.06,2022-05
1043,2022-05-01,SDN,47881435,Northern,first projection,2022-06-01,2022-09-30,5,0,0.0,2022-05
1044,2022-05-01,SDN,47881435,Northern,second projection,2022-10-01,2023-02-28,all,1023194,1.0,2022-05
1045,2022-05-01,SDN,47881435,Northern,second projection,2022-10-01,2023-02-28,3+,153479,0.15,2022-05
1046,2022-05-01,SDN,47881435,Northern,second projection,2022-10-01,2023-02-28,1,446417,0.44,2022-05
1047,2022-05-01,SDN,47881435,Northern,second projection,2022-10-01,2023-02-28,2,423298,0.41,2022-05
1048,2022-05-01,SDN,47881435,Northern,second projection,2022-10-01,2023-02-28,3,90992,0.09,2022-05
1049,2022-05-01,SDN,47881435,Northern,second projection,2022-10-01,2023-02-28,4,62487,0.06,2022-05
1050,2022-05-01,SDN,47881435,Northern,second projection,2022-10-01,2023-02-28,5,0,0.0,2022-05
1051,2022-05-01,SDN,47881435,Blue Nile,current,2022-04-01,2022-05-31,all,1344267,1.0,2022-05
1052,2022-05-01,SDN,47881435,Blue Nile,current,2022-04-01,2022-05-31,3+,386646,0.28,2022-05
1053,2022-05-01,SDN,47881435,Blue Nile,current,2022-04-01,2022-05-31,1,417319,0.31,2022-05
1054,2022-05-01,SDN,47881435,Blue Nile,current,2022-04-01,2022-05-31,2,540302,0.4,2022-05
1055,2022-05-01,SDN,47881435,Blue Nile,current,2022-04-01,2022-05-31,3,274099,0.2,2022-05
1056,2022-05-01,SDN,47881435,Blue Nile,current,2022-04-01,2022-05-31,4,112548,0.08,2022-05
1057,2022-05-01,SDN,47881435,Blue Nile,current,2022-04-01,2022-05-31,5,0,0.0,2022-05
1058,2022-05-01,SDN,47881435,Blue Nile,first projection,2022-06-01,2022-09-30,all,1344267,1.0,2022-05
1059,2022-05-01,SDN,47881435,Blue Nile,first projection,2022-06-01,2022-09-30,3+,502698,0.37,2022-05
1060,2022-05-01,SDN,47881435,Blue Nile,first projection,2022-06-01,2022-09-30,1,325100,0.24,2022-05
1061,2022-05-01,SDN,47881435,Blue Nile,first projection,2022-06-01,2022-09-30,2,516469,0.38,2022-05
1062,2022-05-01,SDN,47881435,Blue Nile,first projection,2022-06-01,2022-09-30,3,323190,0.24,2022-05
1063,2022-05-01,SDN,47881435,Blue Nile,first projection,2022-06-01,2022-09-30,4,179508,0.13,2022-05
1064,2022-05-01,SDN,47881435,Blue Nile,first projection,2022-06-01,2022-09-30,5,0,0.0,2022-05
1065,2022-05-01,SDN,47881435,Blue Nile,second projection,2022-10-01,2023-02-28,all,1344267,1.0,2022-05
1066,2022-05-01,SDN,47881435,Blue Nile,second projection,2022-10-01,2023-02-28,3+,323209,0.24,2022-05
1067,2022-05-01,SDN,47881435,Blue Nile,second projection,2022-10-01,2023-02-28,1,459887,0.34,2022-05
1068,2022-05-01,SDN,47881435,Blue Nile,second projection,2022-10-01,2023-02-28,2,561171,0.42,2022-05
1069,2022-05-01,SDN,47881435,Blue Nile,second projection,2022-10-01,2023-02-28,3,220423,0.16,2022-05
1070,2022-05-01,SDN,47881435,Blue Nile,second projection,2022-10-01,2023-02-28,4,102786,0.08,2022-05
1071,2022-05-01,SDN,47881435,Blue Nile,second projection,2022-10-01,2023-02-28,5,0,0.0,2022-05
1072,2022-05-01,SDN,47881435,Kassala,current,2022-04-01,2022-05-31,all,2811446,1.0,2022-05
1073,2022-05-01,SDN,47881435,Kassala,current,2022-04-01,2022-05-31,3+,638164,0.23,2022-05
1074,2022-05-01,SDN,47881435,Kassala,current,2022-04-01,2022-05-31,1,894315,0.32,2022-05
1075,2022-05-01,SDN,47881435,Kassala,current,2022-04-01,2022-05-31,2,1278967,0.45,2022-05
1076,2022-05-01,SDN,47881435,Kassala,current,2022-04-01,2022-05-31,3,387124,0.14,2022-05
1077,2022-05-01,SDN,47881435,Kassala,current,2022-04-01,2022-05-31,4,251040,0.09,2022-05
1078,2022-05-01,SDN,47881435,Kassala,current,2022-04-01,2022-05-31,5,0,0.0,2022-05
1079,2022-05-01,SDN,47881435,Kassala,first projection,2022-06-01,2022-09-30,all,2811446,1.0,2022-05
1080,2022-05-01,SDN,47881435,Kassala,first projection,2022-06-01,2022-09-30,3+,773243,0.27,2022-05
1081,2022-05-01,SDN,47881435,Kassala,first projection,2022-06-01,2022-09-30,1,753757,0.27,2022-05
1082,2022-05-01,SDN,47881435,Kassala,first projection,2022-06-01,2022-09-30,2,1284446,0.46,2022-05
1083,2022-05-01,SDN,47881435,Kassala,first projection,2022-06-01,2022-09-30,3,457800,0.16,2022-05
1084,2022-05-01,SDN,47881435,Kassala,first projection,2022-06-01,2022-09-30,4,315443,0.11,2022-05
1085,2022-05-01,SDN,47881435,Kassala,first projection,2022-06-01,2022-09-30,5,0,0.0,2022-05
1086,2022-05-01,SDN,47881435,Kassala,second projection,2022-10-01,2023-02-28,all,2811446,1.0,2022-05
1087,2022-05-01,SDN,47881435,Kassala,second projection,2022-10-01,2023-02-28,3+,549287,0.19,2022-05
1088,2022-05-01,SDN,47881435,Kassala,second projection,2022-10-01,2023-02-28,1,1043379,0.37,2022-05
1089,2022-05-01,SDN,47881435,Kassala,second projection,2022-10-01,2023-02-28,2,1218780,0.43,2022-05
1090,2022-05-01,SDN,47881435,Kassala,second projection,2022-10-01,2023-02-28,3,371012,0.13,2022-05
1091,2022-05-01,SDN,47881435,Kassala,second projection,2022-10-01,2023-02-28,4,178274,0.06,2022-05
1092,2022-05-01,SDN,47881435,Kassala,second projection,2022-10-01,2023-02-28,5,0,0.0,2022-05
1093,2022-05-01,SDN,47881435,West Kordofan,current,2022-04-01,2022-05-31,all,1713462,1.0,2022-05
1094,2022-05-01,SDN,47881435,West Kordofan,current,2022-04-01,2022-05-31,3+,378015,0.22,2022-05
1095,2022-05-01,SDN,47881435,West Kordofan,current,2022-04-01,2022-05-31,1,821326,0.48,2022-05
1096,2022-05-01,SDN,47881435,West Kordofan,current,2022-04-01,2022-05-31,2,514121,0.3,2022-05
1097,2022-05-01,SDN,47881435,West Kordofan,current,2022-04-01,2022-05-31,3,264520,0.15,2022-05
1098,2022-05-01,SDN,47881435,West Kordofan,current,2022-04-01,2022-05-31,4,113496,0.07,2022-05
1099,2022-05-01,SDN,47881435,West Kordofan,current,2022-04-01,2022-05-31,5,0,0.0,2022-05
1100,2022-05-01,SDN,47881435,West Kordofan,first projection,2022-06-01,2022-09-30,all,1713462,1.0,2022-05
1101,2022-05-01,SDN,47881435,West Kordofan,first projection,2022-06-01,2022-09-30,3+,424156,0.25,2022-05
1102,2022-05-01,SDN,47881435,West Kordofan,first projection,2022-06-01,2022-09-30,1,818651,0.48,2022-05
1103,2022-05-01,SDN,47881435,West Kordofan,first projection,2022-06-01,2022-09-30,2,470655,0.27,2022-05
1104,2022-05-01,SDN,47881435,West Kordofan,first projection,2022-06-01,2022-09-30,3,303077,0.18,2022-05
1105,2022-05-01,SDN,47881435,West Kordofan,first projection,2022-06-01,2022-09-30,4,121079,0.07,2022-05
1106,2022-05-01,SDN,47881435,West Kordofan,first projection,2022-06-01,2022-09-30,5,0,0.0,2022-05
1107,2022-05-01,SDN,47881435,West Kordofan,second projection,2022-10-01,2023-02-28,all,1713462,1.0,2022-05
1108,2022-05-01,SDN,47881435,West Kordofan,second projection,2022-10-01,2023-02-28,3+,302134,0.17,2022-05
1109,2022-05-01,SDN,47881435,West Kordofan,second projection,2022-10-01,2023-02-28,1,915041,0.53,2022-05
1110,2022-05-01,SDN,47881435,West Kordofan,second projection,2022-10-01,2023-02-28,2,496287,0.29,2022-05
1111,2022-05-01,SDN,47881435,West Kordofan,second projection,2022-10-01,2023-02-28,3,231134,0.13,2022-05
1112,2022-05-01,SDN,47881435,West Kordofan,second projection,2022-10-01,2023-02-28,4,71000,0.04,2022-05
1113,2022-05-01,SDN,47881435,West Kordofan,second projection,2022-10-01,2023-02-28,5,0,0.0,2022-05
1114,2022-05-01,SDN,47881435,Red Sea,current,2022-04-01,2022-05-31,all,1549857,1.0,2022-05
1115,2022-05-01,SDN,47881435,Red Sea,current,2022-04-01,2022-05-31,3+,359303,0.23,2022-05
1116,2022-05-01,SDN,47881435,Red Sea,current,2022-04-01,2022-05-31,1,502959,0.32,2022-05
1117,2022-05-01,SDN,47881435,Red Sea,current,2022-04-01,2022-05-31,2,687595,0.44,2022-05
1118,2022-05-01,SDN,47881435,Red Sea,current,2022-04-01,2022-05-31,3,216176,0.14,2022-05
1119,2022-05-01,SDN,47881435,Red Sea,current,2022-04-01,2022-05-31,4,143126,0.09,2022-05
1120,2022-05-01,SDN,47881435,Red Sea,current,2022-04-01,2022-05-31,5,0,0.0,2022-05
1121,2022-05-01,SDN,47881435,Red Sea,first projection,2022-06-01,2022-09-30,all,1549857,1.0,2022-05
1122,2022-05-01,SDN,47881435,Red Sea,first projection,2022-06-01,2022-09-30,3+,431172,0.28,2022-05
1123,2022-05-01,SDN,47881435,Red Sea,first projection,2022-06-01,2022-09-30,1,379149,0.24,2022-05
1124,2022-05-01,SDN,47881435,Red Sea,first projection,2022-06-01,2022-09-30,2,739535,0.48,2022-05
1125,2022-05-01,SDN,47881435,Red Sea,first projection,2022-06-01,2022-09-30,3,304684,0.2,2022-05
1126,2022-05-01,SDN,47881435,Red Sea,first projection,2022-06-01,2022-09-30,4,126488,0.08,2022-05
1127,2022-05-01,SDN,47881435,Red Sea,first projection,2022-06-01,2022-09-30,5,0,0.0,2022-05
1128,2022-05-01,SDN,47881435,Red Sea,second projection,2022-10-01,2023-02-28,all,1549857,1.0,2022-05
1129,2022-05-01,SDN,47881435,Red Sea,second projection,2022-10-01,2023-02-28,3+,293156,0.19,2022-05
1130,2022-05-01,SDN,47881435,Red Sea,second projection,2022-10-01,2023-02-28,1,539787,0.35,2022-05
1131,2022-05-01,SDN,47881435,Red Sea,second projection,2022-10-01,2023-02-28,2,716915,0.46,2022-05
1132,2022-05-01,SDN,47881435,Red Sea,second projection,2022-10-01,2023-02-28,3,219390,0.14,2022-05
1133,2022-05-01,SDN,47881435,Red Sea,second projection,2022-10-01,2023-02-28,4,73766,0.05,2022-05
1134,2022-05-01,SDN,47881435,Red Sea,second projection,2022-10-01,2023-02-28,5,0,0.0,2022-05
1135,2022-05-01,SDN,47881435,Aj Jazirah,current,2022-04-01,2022-05-31,all,5687557,1.0,2022-05
1136,2022-05-01,SDN,47881435,Aj Jazirah,current,2022-04-01,2022-05-31,3+,837608,0.15,2022-05
1137,2022-05-01,SDN,47881435,Aj Jazirah,current,2022-04-01,2022-05-31,1,2566726,0.45,2022-05
1138,2022-05-01,SDN,47881435,Aj Jazirah,current,2022-04-01,2022-05-31,2,2283223,0.4,2022-05
1139,2022-05-01,SDN,47881435,Aj Jazirah,current,2022-04-01,2022-05-31,3,667592,0.12,2022-05
1140,2022-05-01,SDN,47881435,Aj Jazirah,current,2022-04-01,2022-05-31,4,170016,0.03,2022-05
1141,2022-05-01,SDN,47881435,Aj Jazirah,current,2022-04-01,2022-05-31,5,0,0.0,2022-05
1142,2022-05-01,SDN,47881435,Aj Jazirah,first projection,2022-06-01,2022-09-30,all,5687557,1.0,2022-05
1143,2022-05-01,SDN,47881435,Aj Jazirah,first projection,2022-06-01,2022-09-30,3+,940040,0.16,2022-05
1144,2022-05-01,SDN,47881435,Aj Jazirah,first projection,2022-06-01,2022-09-30,1,2222454,0.39,2022-05
1145,2022-05-01,SDN,47881435,Aj Jazirah,first projection,2022-06-01,2022-09-30,2,2525064,0.44,2022-05
1146,2022-05-01,SDN,47881435,Aj Jazirah,first projection,2022-06-01,2022-09-30,3,765335,0.13,2022-05
1147,2022-05-01,SDN,47881435,Aj Jazirah,first projection,2022-06-01,2022-09-30,4,174705,0.03,2022-05
1148,2022-05-01,SDN,47881435,Aj Jazirah,first projection,2022-06-01,2022-09-30,5,0,0.0,2022-05
1149,2022-05-01,SDN,47881435,Aj Jazirah,second projection,2022-10-01,2023-02-28,all,5687557,1.0,2022-05
1150,2022-05-01,SDN,47881435,Aj Jazirah,second projection,2022-10-01,2023-02-28,3+,676445,0.11,2022-05
1151,2022-05-01,SDN,47881435,Aj Jazirah,second projection,2022-10-01,2023-02-28,1,2573087,0.45,2022-05
1152,2022-05-01,SDN,47881435,Aj Jazirah,second projection,2022-10-01,2023-02-28,2,2438025,0.43,2022-05
1153,2022-05-01,SDN,47881435,Aj Jazirah,second projection,2022-10-01,2023-02-28,3,595329,0.1,2022-05
1154,2022-05-01,SDN,47881435,Aj Jazirah,second projection,2022-10-01,2023-02-28,4,81116,0.01,2022-05
1155,2022-05-01,SDN,47881435,Aj Jazirah,second projection,2022-10-01,2023-02-28,5,0,0.0,2022-05
1156,2022-05-01,SDN,47881435,River Nile,current,2022-04-01,2022-05-31,all,1651873,1.0,2022-05
1157,2022-05-01,SDN,47881435,River Nile,current,2022-04-01,2022-05-31,3+,147853,0.08,2022-05
1158,2022-05-01,SDN,47881435,River Nile,current,2022-04-01,2022-05-31,1,1078995,0.65,2022-05
1159,2022-05-01,SDN,47881435,River Nile,current,2022-04-01,2022-05-31,2,425025,0.26,2022-05
1160,2022-05-01,SDN,47881435,River Nile,current,2022-04-01,2022-05-31,3,123382,0.07,2022-05
1161,2022-05-01,SDN,47881435,River Nile,current,2022-04-01,2022-05-31,4,24471,0.01,2022-05
1162,2022-05-01,SDN,47881435,River Nile,current,2022-04-01,2022-05-31,5,0,0.0,2022-05
1163,2022-05-01,SDN,47881435,River Nile,first projection,2022-06-01,2022-09-30,all,1651873,1.0,2022-05
1164,2022-05-01,SDN,47881435,River Nile,first projection,2022-06-01,2022-09-30,3+,213496,0.13,2022-05
1165,2022-05-01,SDN,47881435,River Nile,first projection,2022-06-01,2022-09-30,1,949223,0.57,2022-05
1166,2022-05-01,SDN,47881435,River Nile,first projection,2022-06-01,2022-09-30,2,489155,0.3,2022-05
1167,2022-05-01,SDN,47881435,River Nile,first projection,2022-06-01,2022-09-30,3,148045,0.09,2022-05
1168,2022-05-01,SDN,47881435,River Nile,first projection,2022-06-01,2022-09-30,4,65451,0.04,2022-05
1169,2022-05-01,SDN,47881435,River Nile,first projection,2022-06-01,2022-09-30,5,0,0.0,2022-05
1170,2022-05-01,SDN,47881435,River Nile,second projection,2022-10-01,2023-02-28,all,1651873,1.0,2022-05
1171,2022-05-01,SDN,47881435,River Nile,second projection,2022-10-01,2023-02-28,3+,167193,0.1,2022-05
1172,2022-05-01,SDN,47881435,River Nile,second projection,2022-10-01,2023-02-28,1,1001885,0.61,2022-05
1173,2022-05-01,SDN,47881435,River Nile,second projection,2022-10-01,2023-02-28,2,482795,0.29,2022-05
1174,2022-05-01,SDN,47881435,River Nile,second projection,2022-10-01,2023-02-28,3,105753,0.06,2022-05
1175,2022-05-01,SDN,47881435,River Nile,second projection,2022-10-01,2023-02-28,4,61440,0.04,2022-05
1176,2022-05-01,SDN,47881435,River Nile,second projection,2022-10-01,2023-02-28,5,0,0.0,2022-05
1177,2022-05-01,SDN,47881435,Gedaref,current,2022-04-01,2022-05-31,all,2545604,1.0,2022-05
1178,2022-05-01,SDN,47881435,Gedaref,current,2022-04-01,2022-05-31,3+,824964,0.32,2022-05
1179,2022-05-01,SDN,47881435,Gedaref,current,2022-04-01,2022-05-31,1,759619,0.3,2022-05
1180,2022-05-01,SDN,47881435,Gedaref,current,2022-04-01,2022-05-31,2,961021,0.38,2022-05
1181,2022-05-01,SDN,47881435,Gedaref,current,2022-04-01,2022-05-31,3,643192,0.25,2022-05
1182,2022-05-01,SDN,47881435,Gedaref,current,2022-04-01,2022-05-31,4,181772,0.07,2022-05
1183,2022-05-01,SDN,47881435,Gedaref,current,2022-04-01,2022-05-31,5,0,0.0,2022-05
1184,2022-05-01,SDN,47881435,Gedaref,first projection,2022-06-01,2022-09-30,all,2545604,1.0,2022-05
1185,2022-05-01,SDN,47881435,Gedaref,first projection,2022-06-01,2022-09-30,3+,675144,0.27,2022-05
1186,2022-05-01,SDN,47881435,Gedaref,first projection,2022-06-01,2022-09-30,1,780014,0.31,2022-05
1187,2022-05-01,SDN,47881435,Gedaref,first projection,2022-06-01,2022-09-30,2,1090446,0.43,2022-05
1188,2022-05-01,SDN,47881435,Gedaref,first projection,2022-06-01,2022-09-30,3,533715,0.21,2022-05
1189,2022-05-01,SDN,47881435,Gedaref,first projection,2022-06-01,2022-09-30,4,141429,0.06,2022-05
1190,2022-05-01,SDN,47881435,Gedaref,first projection,2022-06-01,2022-09-30,5,0,0.0,2022-05
1191,2022-05-01,SDN,47881435,Gedaref,second projection,2022-10-01,2023-02-28,all,2545604,1.0,2022-05
1192,2022-05-01,SDN,47881435,Gedaref,second projection,2022-10-01,2023-02-28,3+,408884,0.16,2022-05
1193,2022-05-01,SDN,47881435,Gedaref,second projection,2022-10-01,2023-02-28,1,991198,0.39,2022-05
1194,2022-05-01,SDN,47881435,Gedaref,second projection,2022-10-01,2023-02-28,2,1145522,0.45,2022-05
1195,2022-05-01,SDN,47881435,Gedaref,second projection,2022-10-01,2023-02-28,3,301874,0.12,2022-05
1196,2022-05-01,SDN,47881435,Gedaref,second projection,2022-10-01,2023-02-28,4,107010,0.04,2022-05
1197,2022-05-01,SDN,47881435,Gedaref,second projection,2022-10-01,2023-02-28,5,0,0.0,2022-05
1198,2022-05-01,SDN,47881435,Sennar,current,2022-04-01,2022-05-31,all,2170863,1.0,2022-05
1199,2022-05-01,SDN,47881435,Sennar,current,2022-04-01,2022-05-31,3+,415026,0.19,2022-05
1200,2022-05-01,SDN,47881435,Sennar,current,2022-04-01,2022-05-31,1,872550,0.4,2022-05
1201,2022-05-01,SDN,47881435,Sennar,current,2022-04-01,2022-05-31,2,883288,0.41,2022-05
1202,2022-05-01,SDN,47881435,Sennar,current,2022-04-01,2022-05-31,3,366835,0.17,2022-05
1203,2022-05-01,SDN,47881435,Sennar,current,2022-04-01,2022-05-31,4,48191,0.02,2022-05
1204,2022-05-01,SDN,47881435,Sennar,current,2022-04-01,2022-05-31,5,0,0.0,2022-05
1205,2022-05-01,SDN,47881435,Sennar,first projection,2022-06-01,2022-09-30,all,2170863,1.0,2022-05
1206,2022-05-01,SDN,47881435,Sennar,first projection,2022-06-01,2022-09-30,3+,436566,0.2,2022-05
1207,2022-05-01,SDN,47881435,Sennar,first projection,2022-06-01,2022-09-30,1,796867,0.37,2022-05
1208,2022-05-01,SDN,47881435,Sennar,first projection,2022-06-01,2022-09-30,2,937430,0.43,2022-05
1209,2022-05-01,SDN,47881435,Sennar,first projection,2022-06-01,2022-09-30,3,322072,0.15,2022-05
1210,2022-05-01,SDN,47881435,Sennar,first projection,2022-06-01,2022-09-30,4,114494,0.05,2022-05
1211,2022-05-01,SDN,47881435,Sennar,first projection,2022-06-01,2022-09-30,5,0,0.0,2022-05
1212,2022-05-01,SDN,47881435,Sennar,second projection,2022-10-01,2023-02-28,all,2170863,1.0,2022-05
1213,2022-05-01,SDN,47881435,Sennar,second projection,2022-10-01,2023-02-28,3+,278732,0.13,2022-05
1214,2022-05-01,SDN,47881435,Sennar,second projection,2022-10-01,2023-02-28,1,973977,0.45,2022-05
1215,2022-05-01,SDN,47881435,Sennar,second projection,2022-10-01,2023-02-28,2,918154,0.42,2022-05
1216,2022-05-01,SDN,47881435,Sennar,second projection,2022-10-01,2023-02-28,3,278732,0.13,2022-05
1217,2022-05-01,SDN,47881435,Sennar,second projection,2022-10-01,2023-02-28,4,0,0.0,2022-05
1218,2022-05-01,SDN,47881435,Sennar,second projection,2022-10-01,2023-02-28,5,0,0.0,2022-05
1219,2022-05-01,SDN,47881435,Khartoum,current,2022-04-01,2022-05-31,all,9146191,1.0,2022-05
1220,2022-05-01,SDN,47881435,Khartoum,current,2022-04-01,2022-05-31,3+,1257601,0.14,2022-05
1221,2022-05-01,SDN,47881435,Khartoum,current,2022-04-01,2022-05-31,1,5281925,0.58,2022-05
1222,2022-05-01,SDN,47881435,Khartoum,current,2022-04-01,2022-05-31,2,2606664,0.29,2022-05
1223,2022-05-01,SDN,47881435,Khartoum,current,2022-04-01,2022-05-31,3,1175286,0.13,2022-05
1224,2022-05-01,SDN,47881435,Khartoum,current,2022-04-01,2022-05-31,4,82316,0.01,2022-05
1225,2022-05-01,SDN,47881435,Khartoum,current,2022-04-01,2022-05-31,5,0,0.0,2022-05
1226,2022-05-01,SDN,47881435,Khartoum,first projection,2022-06-01,2022-09-30,all,9146191,1.0,2022-05
1227,2022-05-01,SDN,47881435,Khartoum,first projection,2022-06-01,2022-09-30,3+,1714911,0.19,2022-05
1228,2022-05-01,SDN,47881435,Khartoum,first projection,2022-06-01,2022-09-30,1,4888639,0.53,2022-05
1229,2022-05-01,SDN,47881435,Khartoum,first projection,2022-06-01,2022-09-30,2,2542641,0.28,2022-05
1230,2022-05-01,SDN,47881435,Khartoum,first projection,2022-06-01,2022-09-30,3,1481683,0.16,2022-05
1231,2022-05-01,SDN,47881435,Khartoum,first projection,2022-06-01,2022-09-30,4,233228,0.03,2022-05
1232,2022-05-01,SDN,47881435,Khartoum,first projection,2022-06-01,2022-09-30,5,0,0.0,2022-05
1233,2022-05-01,SDN,47881435,Khartoum,second projection,2022-10-01,2023-02-28,all,9146191,1.0,2022-05
1234,2022-05-01,SDN,47881435,Khartoum,second projection,2022-10-01,2023-02-28,3+,1193578,0.13,2022-05
1235,2022-05-01,SDN,47881435,Khartoum,second projection,2022-10-01,2023-02-28,1,5345949,0.58,2022-05
1236,2022-05-01,SDN,47881435,Khartoum,second projection,2022-10-01,2023-02-28,2,2606664,0.29,2022-05
1237,2022-05-01,SDN,47881435,Khartoum,second projection,2022-10-01,2023-02-28,3,1111262,0.12,2022-05
1238,2022-05-01,SDN,47881435,Khartoum,second projection,2022-10-01,2023-02-28,4,82316,0.01,2022-05
1239,2022-05-01,SDN,47881435,Khartoum,second projection,2022-10-01,2023-02-28,5,0,0.0,2022-05
1240,2022-05-01,SDN,47881435,West Darfur,current,2022-04-01,2022-05-31,all,1940860,1.0,2022-05
1241,2022-05-01,SDN,47881435,West Darfur,current,2022-04-01,2022-05-31,3+,627394,0.33,2022-05
1242,2022-05-01,SDN,47881435,West Darfur,current,2022-04-01,2022-05-31,1,610613,0.31,2022-05
1243,2022-05-01,SDN,47881435,West Darfur,current,2022-04-01,2022-05-31,2,702853,0.36,2022-05
1244,2022-05-01,SDN,47881435,West Darfur,current,2022-04-01,2022-05-31,3,421451,0.22,2022-05
1245,2022-05-01,SDN,47881435,West Darfur,current,2022-04-01,2022-05-31,4,205943,0.11,2022-05
1246,2022-05-01,SDN,47881435,West Darfur,current,2022-04-01,2022-05-31,5,0,0.0,2022-05
1247,2022-05-01,SDN,47881435,West Darfur,first projection,2022-06-01,2022-09-30,all,1940860,1.0,2022-05
1248,2022-05-01,SDN,47881435,West Darfur,first projection,2022-06-01,2022-09-30,3+,816339,0.42,2022-05
1249,2022-05-01,SDN,47881435,West Darfur,first projection,2022-06-01,2022-09-30,1,466628,0.24,2022-05
1250,2022-05-01,SDN,47881435,West Darfur,first projection,2022-06-01,2022-09-30,2,657893,0.34,2022-05
1251,2022-05-01,SDN,47881435,West Darfur,first projection,2022-06-01,2022-09-30,3,478190,0.25,2022-05
1252,2022-05-01,SDN,47881435,West Darfur,first projection,2022-06-01,2022-09-30,4,338149,0.17,2022-05
1253,2022-05-01,SDN,47881435,West Darfur,first projection,2022-06-01,2022-09-30,5,0,0.0,2022-05
1254,2022-05-01,SDN,47881435,West Darfur,second projection,2022-10-01,2023-02-28,all,1940860,1.0,2022-05
1255,2022-05-01,SDN,47881435,West Darfur,second projection,2022-10-01,2023-02-28,3+,632138,0.32,2022-05
1256,2022-05-01,SDN,47881435,West Darfur,second projection,2022-10-01,2023-02-28,1,595478,0.31,2022-05
1257,2022-05-01,SDN,47881435,West Darfur,second projection,2022-10-01,2023-02-28,2,713244,0.37,2022-05
1258,2022-05-01,SDN,47881435,West Darfur,second projection,2022-10-01,2023-02-28,3,435650,0.22,2022-05
1259,2022-05-01,SDN,47881435,West Darfur,second projection,2022-10-01,2023-02-28,4,196488,0.1,2022-05
1260,2022-05-01,SDN,47881435,West Darfur,second projection,2022-10-01,2023-02-28,5,0,0.0,2022-05
1261,2021-03-01,SDN,46796616,Central Darfur,current,2021-04-01,2021-05-31,all,1742930,1.0,2021-03
1262,2021-03-01,SDN,46796616,Central Darfur,current,2021-04-01,2021-05-31,3+,320149,0.18,2021-03
1263,2021-03-01,SDN,46796616,Central Darfur,current,2021-04-01,2021-05-31,1,568602,0.33,2021-03
1264,2021-03-01,SDN,46796616,Central Darfur,current,2021-04-01,2021-05-31,2,854179,0.49,2021-03
1265,2021-03-01,SDN,46796616,Central Darfur,current,2021-04-01,2021-05-31,3,215876,0.12,2021-03
1266,2021-03-01,SDN,46796616,Central Darfur,current,2021-04-01,2021-05-31,4,104273,0.06,2021-03
1267,2021-03-01,SDN,46796616,Central Darfur,current,2021-04-01,2021-05-31,5,0,0.0,2021-03
1268,2021-03-01,SDN,46796616,Central Darfur,first projection,2021-06-01,2021-09-30,all,1742930,1.0,2021-03
1269,2021-03-01,SDN,46796616,Central Darfur,first projection,2021-06-01,2021-09-30,3+,422060,0.24,2021-03
1270,2021-03-01,SDN,46796616,Central Darfur,first projection,2021-06-01,2021-09-30,1,422142,0.24,2021-03
1271,2021-03-01,SDN,46796616,Central Darfur,first projection,2021-06-01,2021-09-30,2,898728,0.52,2021-03
1272,2021-03-01,SDN,46796616,Central Darfur,first projection,2021-06-01,2021-09-30,3,261440,0.15,2021-03
1273,2021-03-01,SDN,46796616,Central Darfur,first projection,2021-06-01,2021-09-30,4,160620,0.09,2021-03
1274,2021-03-01,SDN,46796616,Central Darfur,first projection,2021-06-01,2021-09-30,5,0,0.0,2021-03
1275,2021-03-01,SDN,46796616,Central Darfur,second projection,2021-10-01,2022-02-28,all,1742930,1.0,2021-03
1276,2021-03-01,SDN,46796616,Central Darfur,second projection,2021-10-01,2022-02-28,3+,214208,0.12,2021-03
1277,2021-03-01,SDN,46796616,Central Darfur,second projection,2021-10-01,2022-02-28,1,730133,0.42,2021-03
1278,2021-03-01,SDN,46796616,Central Darfur,second projection,2021-10-01,2022-02-28,2,798589,0.46,2021-03
1279,2021-03-01,SDN,46796616,Central Darfur,second projection,2021-10-01,2022-02-28,3,174293,0.1,2021-03
1280,2021-03-01,SDN,46796616,Central Darfur,second projection,2021-10-01,2022-02-28,4,39915,0.02,2021-03
1281,2021-03-01,SDN,46796616,Central Darfur,second projection,2021-10-01,2022-02-28,5,0,0.0,2021-03
1282,2021-03-01,SDN,46796616,Blue Nile,current,2021-04-01,2021-05-31,all,1311481,1.0,2021-03
1283,2021-03-01,SDN,46796616,Blue Nile,current,2021-04-01,2021-05-31,3+,236274,0.18,2021-03
1284,2021-03-01,SDN,46796616,Blue Nile,current,2021-04-01,2021-05-31,1,612709,0.47,2021-03
1285,2021-03-01,SDN,46796616,Blue Nile,current,2021-04-01,2021-05-31,2,462498,0.35,2021-03
1286,2021-03-01,SDN,46796616,Blue Nile,current,2021-04-01,2021-05-31,3,167760,0.13,2021-03
1287,2021-03-01,SDN,46796616,Blue Nile,current,2021-04-01,2021-05-31,4,68514,0.05,2021-03
1288,2021-03-01,SDN,46796616,Blue Nile,current,2021-04-01,2021-05-31,5,0,0.0,2021-03
